# Function-function interactions from GO
# GO_id1	GO_id2
GO:0000086	GO:0000278	part_of
GO:0000086	GO:0000278	part_of
GO:0000122	GO:0006357	-
GO:0000122	GO:0045892	-
GO:0000122	GO:0006366	negatively_regulates
GO:0000122	GO:0006366	negatively_regulates
GO:0000145	GO:0043234	-
GO:0000146	GO:0003774	-
GO:0000149	GO:0005515	-
GO:0000150	GO:0003824	-
GO:0000150	GO:0006310	part_of
GO:0000155	GO:0005057	-
GO:0000155	GO:0000160	part_of
GO:0000155	GO:0023014	part_of
GO:0000160	GO:0035556	-
GO:0000165	GO:0023014	-
GO:0000165	GO:0035556	-
GO:0000186	GO:0043410	-
GO:0000187	GO:0043406	-
GO:0000209	GO:0016567	-
GO:0000226	GO:0007010	-
GO:0000242	GO:0005813	part_of
GO:0000266	GO:0007005	-
GO:0000278	GO:0007049	-
GO:0000278	GO:0007049	-
GO:0000278	GO:0007067	has_part
GO:0000278	GO:0007067	has_part
GO:0000281	GO:0000278	part_of
GO:0000281	GO:0000278	part_of
GO:0000287	GO:0046872	-
GO:0000308	GO:0005737	part_of
GO:0000308	GO:0005737	part_of
GO:0000398	GO:0006397	-
GO:0000422	GO:0006914	-
GO:0000422	GO:0007005	-
GO:0000731	GO:0006281	part_of
GO:0000731	GO:0006281	part_of
GO:0000732	GO:0006310	part_of
GO:0000790	GO:0005634	part_of
GO:0000790	GO:0005634	part_of
GO:0000794	GO:0005634	part_of
GO:0000794	GO:0005634	part_of
GO:0000904	GO:0000902	-
GO:0000904	GO:0000902	-
GO:0000904	GO:0048468	part_of
GO:0000904	GO:0048468	part_of
GO:0000910	GO:0051301	part_of
GO:0000922	GO:0005819	part_of
GO:0000930	GO:0043234	-
GO:0000975	GO:0003677	-
GO:0000976	GO:0044212	-
GO:0000977	GO:0000976	-
GO:0000978	GO:0000977	-
GO:0000981	GO:0003700	-
GO:0000981	GO:0000977	has_part
GO:0000981	GO:0006357	part_of
GO:0001011	GO:0003700	-
GO:0001046	GO:0000976	-
GO:0001046	GO:0001047	-
GO:0001047	GO:0044212	-
GO:0001075	GO:0051123	part_of
GO:0001077	GO:0001228	-
GO:0001085	GO:0008134	-
GO:0001087	GO:0001093	has_part
GO:0001087	GO:0001093	has_part
GO:0001105	GO:0003713	-
GO:0001105	GO:0045944	part_of
GO:0001228	GO:0000981	-
GO:0001228	GO:0006366	part_of
GO:0001228	GO:0045944	part_of
GO:0001502	GO:0048705	part_of
GO:0001502	GO:0051216	part_of
GO:0001508	GO:0042391	-
GO:0001523	GO:0016101	-
GO:0001525	GO:0048646	-
GO:0001533	GO:0005886	-
GO:0001539	GO:0048870	-
GO:0001540	GO:0042277	-
GO:0001547	GO:0048589	-
GO:0001547	GO:0001541	part_of
GO:0001558	GO:0040008	-
GO:0001558	GO:0016049	regulates
GO:0001558	GO:0016049	regulates
GO:0001570	GO:0030154	-
GO:0001574	GO:0006688	-
GO:0001649	GO:0030154	-
GO:0001649	GO:0001503	part_of
GO:0001656	GO:0001822	-
GO:0001658	GO:0048754	-
GO:0001661	GO:0007631	-
GO:0001661	GO:0008306	-
GO:0001662	GO:0044708	-
GO:0001664	GO:0005102	-
GO:0001665	GO:0008373	-
GO:0001709	GO:0045165	part_of
GO:0001750	GO:0031513	-
GO:0001755	GO:0014032	part_of
GO:0001764	GO:0016477	-
GO:0001786	GO:0005543	-
GO:0001822	GO:0048513	-
GO:0001832	GO:0048589	-
GO:0001933	GO:0006468	negatively_regulates
GO:0001933	GO:0006468	negatively_regulates
GO:0001934	GO:0042327	-
GO:0001934	GO:0006468	positively_regulates
GO:0001934	GO:0006468	positively_regulates
GO:0001938	GO:0050679	-
GO:0001947	GO:0003143	-
GO:0001948	GO:0005515	-
GO:0001954	GO:0010811	-
GO:0001954	GO:0007160	positively_regulates
GO:0001954	GO:0007160	positively_regulates
GO:0001964	GO:0050905	-
GO:0002020	GO:0019899	-
GO:0002028	GO:0006814	regulates
GO:0002028	GO:0006814	regulates
GO:0002039	GO:0005515	-
GO:0002040	GO:0001525	-
GO:0002042	GO:0002040	part_of
GO:0002043	GO:0002040	part_of
GO:0002062	GO:0030154	-
GO:0002062	GO:0051216	part_of
GO:0002063	GO:0048468	-
GO:0002063	GO:0002062	part_of
GO:0002064	GO:0048468	-
GO:0002076	GO:0048468	-
GO:0002076	GO:0001649	part_of
GO:0002087	GO:0050877	-
GO:0002087	GO:0050877	-
GO:0002092	GO:0031623	positively_regulates
GO:0002092	GO:0031623	positively_regulates
GO:0002093	GO:0042472	part_of
GO:0002116	GO:0043235	-
GO:0002142	GO:0043234	-
GO:0002151	GO:0003723	-
GO:0002162	GO:0001948	-
GO:0002244	GO:0030154	-
GO:0002244	GO:0030097	part_of
GO:0002250	GO:0006955	-
GO:0002277	GO:0006955	part_of
GO:0002277	GO:0006955	part_of
GO:0002576	GO:0045055	-
GO:0003007	GO:0009887	-
GO:0003007	GO:0007507	part_of
GO:0003026	GO:0003025	part_of
GO:0003056	GO:0006940	-
GO:0003056	GO:0019229	-
GO:0003056	GO:0014829	regulates
GO:0003056	GO:0014829	regulates
GO:0003143	GO:0003007	part_of
GO:0003157	GO:0007507	part_of
GO:0003161	GO:0048738	-
GO:0003161	GO:0007507	part_of
GO:0003220	GO:0055010	-
GO:0003221	GO:0055010	-
GO:0003222	GO:0055010	-
GO:0003254	GO:0042391	-
GO:0003254	GO:0051899	regulates
GO:0003254	GO:0051899	regulates
GO:0003283	GO:0003279	-
GO:0003341	GO:0007018	-
GO:0003402	GO:0060071	-
GO:0003402	GO:0060071	-
GO:0003684	GO:0003677	-
GO:0003690	GO:0003677	-
GO:0003690	GO:0003697	-
GO:0003697	GO:0003677	-
GO:0003700	GO:0000976	has_part
GO:0003700	GO:0006355	part_of
GO:0003707	GO:0043401	part_of
GO:0003708	GO:0004879	-
GO:0003708	GO:0048384	part_of
GO:0003713	GO:0003712	-
GO:0003713	GO:0033613	has_part
GO:0003714	GO:0003712	-
GO:0003714	GO:0070491	has_part
GO:0003725	GO:0003723	-
GO:0003727	GO:0003723	-
GO:0003729	GO:0044822	-
GO:0003730	GO:0003729	-
GO:0003735	GO:0005198	-
GO:0003743	GO:0006413	part_of
GO:0003777	GO:0003774	-
GO:0003779	GO:0008092	-
GO:0003824	GO:0003674	-
GO:0004012	GO:0045332	part_of
GO:0004016	GO:0006171	part_of
GO:0004114	GO:0004112	-
GO:0004115	GO:0004114	-
GO:0004118	GO:0004114	-
GO:0004119	GO:0004114	-
GO:0004143	GO:0016301	-
GO:0004222	GO:0008237	-
GO:0004252	GO:0008236	-
GO:0004383	GO:0006182	part_of
GO:0004385	GO:0046037	part_of
GO:0004385	GO:0046710	part_of
GO:0004407	GO:0033558	-
GO:0004407	GO:0016575	part_of
GO:0004435	GO:0004629	-
GO:0004467	GO:0001676	part_of
GO:0004520	GO:0004519	-
GO:0004672	GO:0016301	-
GO:0004672	GO:0006468	part_of
GO:0004674	GO:0004672	-
GO:0004693	GO:0004674	-
GO:0004697	GO:0004674	-
GO:0004698	GO:0004697	-
GO:0004702	GO:0004674	-
GO:0004702	GO:0005057	-
GO:0004702	GO:0023014	part_of
GO:0004704	GO:0004702	-
GO:0004704	GO:0038061	part_of
GO:0004712	GO:0004672	-
GO:0004713	GO:0004672	-
GO:0004713	GO:0018108	part_of
GO:0004714	GO:0004713	-
GO:0004716	GO:0004713	-
GO:0004716	GO:0005057	-
GO:0004716	GO:0023014	part_of
GO:0004725	GO:0035335	part_of
GO:0004842	GO:0016567	part_of
GO:0004860	GO:0004672	negatively_regulates
GO:0004860	GO:0006469	part_of
GO:0004871	GO:0003674	-
GO:0004871	GO:0003674	-
GO:0004871	GO:0007165	part_of
GO:0004871	GO:0007165	part_of
GO:0004879	GO:0000981	-
GO:0004879	GO:0004871	-
GO:0004879	GO:0098531	-
GO:0004879	GO:0030522	part_of
GO:0004888	GO:0007165	part_of
GO:0004888	GO:0007165	part_of
GO:0004930	GO:0004888	-
GO:0004930	GO:0007186	part_of
GO:0004970	GO:0008066	-
GO:0004970	GO:0035235	part_of
GO:0004971	GO:0004970	-
GO:0004972	GO:0004970	-
GO:0004984	GO:0004888	-
GO:0004984	GO:0050911	part_of
GO:0004991	GO:0004930	-
GO:0005001	GO:0004725	-
GO:0005003	GO:0004714	-
GO:0005003	GO:0048013	part_of
GO:0005004	GO:0005003	-
GO:0005005	GO:0005003	-
GO:0005030	GO:0043121	has_part
GO:0005030	GO:0038179	part_of
GO:0005042	GO:0004888	-
GO:0005042	GO:0038007	part_of
GO:0005057	GO:0004871	-
GO:0005070	GO:0030674	-
GO:0005080	GO:0019901	-
GO:0005085	GO:0043547	part_of
GO:0005088	GO:0005085	-
GO:0005089	GO:0005088	-
GO:0005095	GO:0030695	-
GO:0005095	GO:0003924	negatively_regulates
GO:0005095	GO:0034260	part_of
GO:0005096	GO:0008047	-
GO:0005096	GO:0030695	-
GO:0005096	GO:0043547	part_of
GO:0005096	GO:0003924	positively_regulates
GO:0005102	GO:0005515	-
GO:0005112	GO:0005102	-
GO:0005125	GO:0005102	-
GO:0005158	GO:0005102	-
GO:0005158	GO:0032403	-
GO:0005176	GO:0005102	-
GO:0005178	GO:0005102	-
GO:0005178	GO:0032403	-
GO:0005178	GO:0050839	-
GO:0005198	GO:0003674	-
GO:0005200	GO:0005198	-
GO:0005201	GO:0005198	-
