DB00159	DB00945
DB00159	DB00321
DB00159	DB00201
DB00159	DB00304
DB00159	DB00586
DB00159	DB01142
DB00159	DB00783
DB00159	DB04574
DB00159	DB00977
DB00159	DB00823
DB00159	DB00458
DB00159	DB01357
DB00159	DB00957
DB00159	DB00715
DB00159	DB00726
DB00163	DB00945
DB00163	DB00261
DB00163	DB00201
DB00163	DB01166
DB00163	DB00586
DB00163	DB00975
DB00163	DB04896
DB00163	DB00715
DB00186	DB00945
DB00186	DB00404
DB00186	DB01223
DB00186	DB00321
DB00186	DB01351
DB00186	DB00543
DB00186	DB01238
DB00186	DB00572
DB00186	DB01558
DB00186	DB00835
DB00186	DB00237
DB00186	DB00241
DB00186	DB00201
DB00186	DB00475
DB00186	DB00477
DB00186	DB00349
DB00186	DB01068
DB00186	DB00628
DB00186	DB00363
DB00186	DB00434
DB00186	DB01189
DB00186	DB01151
DB00186	DB00829
DB00186	DB01142
DB00186	DB00651
DB00186	DB01215
DB00186	DB00402
DB00186	DB00898
DB00186	DB04953
DB00186	DB00949
DB00186	DB00690
DB00186	DB00996
DB00186	DB01440
DB00186	DB00458
DB00186	DB00753
DB00186	DB01221
DB00186	DB00408
DB00186	DB00653
DB00186	DB00934
DB00186	DB00371
DB00186	DB01403
DB00186	DB00683
DB00186	DB01595
DB00186	DB00540
DB00186	DB00334
DB00186	DB00842
DB00186	DB00715
DB00186	DB00312
DB00186	DB08883
DB00186	DB00454
DB00186	DB01174
DB00186	DB00230
DB00186	DB00794
DB00186	DB00420
DB00186	DB01069
DB00186	DB00818
DB00186	DB01589
DB00186	DB01224
DB00186	DB06201
DB00186	DB00747
DB00186	DB00418
DB00186	DB01236
DB00186	DB00231
DB00186	DB00277
DB00186	DB00273
DB00186	DB00193
DB00186	DB00897
DB00186	DB00726
DB00186	DB00313
DB00186	DB00246
DB00186	DB00909
DB00193	DB00594
DB00193	DB00321
DB00193	DB00543
DB00193	DB01238
DB00193	DB00767
DB00193	DB09063
DB00193	DB00477
DB00193	DB01239
DB00193	DB01211
DB00193	DB00349
DB00193	DB00363
DB00193	DB00496
DB00193	DB01151
DB00193	DB01142
DB00193	DB04855
DB00193	DB01049
DB00193	DB00898
DB00193	DB00458
DB00193	DB00186
DB00193	DB00408
DB00193	DB00653
DB00193	DB00934
DB00193	DB01403
DB00193	DB04896
DB00193	DB00622
DB00193	DB00540
DB00193	DB00334
DB00193	DB06603
DB00193	DB00715
DB00193	DB08883
DB00193	DB00454
DB00193	DB00387
DB00193	DB00420
DB00193	DB01069
DB00193	DB01224
DB00193	DB06201
DB00193	DB00421
DB00193	DB00202
DB00193	DB00726
DB00193	DB00246
DB00197	DB00230
DB00197	DB01045
DB00201	DB00945
DB00201	DB00594
DB00201	DB00321
DB00201	DB00381
DB00201	DB01427
DB00201	DB00289
DB00201	DB01244
DB00201	DB00237
DB00201	DB01353
DB00201	DB00269
DB00201	DB00898
DB00201	DB01023
DB00201	DB00996
DB00201	DB01354
DB00201	DB01355
DB00201	DB00159
DB00201	DB00270
DB00201	DB00186
DB00201	DB00653
DB00201	DB00622
DB00201	DB00393
DB00201	DB00401
DB00201	DB01054
DB00201	DB00715
DB00201	DB00312
DB00201	DB00794
DB00201	DB00387
DB00201	DB00418
DB00201	DB00421
DB00201	DB00277
DB00201	DB00313
DB00201	DB00661
DB00201	DB00163
DB00202	DB00653
DB00202	DB00454
DB00202	DB00193
DB00230	DB00898
DB00230	DB00186
DB00230	DB00653
DB00230	DB01403
DB00230	DB00715
DB00230	DB08883
DB00230	DB06201
DB00230	DB00197
DB00231	DB01223
DB00231	DB00363
DB00231	DB00651
DB00231	DB00898
DB00231	DB01440
DB00231	DB00186
DB00231	DB00653
DB00231	DB01403
DB00231	DB00334
DB00231	DB00715
DB00231	DB08883
DB00231	DB06201
DB00231	DB00277
DB00237	DB00594
DB00237	DB01223
DB00237	DB00321
DB00237	DB00381
DB00237	DB00543
DB00237	DB01427
DB00237	DB01244
DB00237	DB00241
DB00237	DB00201
DB00237	DB00269
DB00237	DB04920
DB00237	DB01151
DB00237	DB00304
DB00237	DB00975
DB00237	DB00590
DB00237	DB01142
DB00237	DB00783
DB00237	DB00898
DB00237	DB00977
DB00237	DB00823
DB00237	DB00294
DB00237	DB00949
DB00237	DB01023
DB00237	DB00996
DB00237	DB00458
DB00237	DB01020
DB00237	DB00270
DB00237	DB00367
DB00237	DB00186
DB00237	DB00653
DB00237	DB00603
DB00237	DB01357
DB00237	DB01403
DB00237	DB00622
DB00237	DB01115
DB00237	DB00393
DB00237	DB00401
DB00237	DB01054
DB00237	DB00957
DB00237	DB00540
DB00237	DB01113
DB00237	DB00715
DB00237	DB08883
DB00237	DB00454
DB00237	DB00457
DB00237	DB00794
DB00237	DB01224
DB00237	DB01045
DB00237	DB06201
DB00237	DB00421
DB00237	DB01162
DB00237	DB00277
DB00237	DB00726
DB00237	DB00313
DB00237	DB00661
DB00241	DB00321
DB00241	DB00381
DB00241	DB01427
DB00241	DB01244
DB00241	DB00237
DB00241	DB01353
DB00241	DB00269
DB00241	DB00898
DB00241	DB01023
DB00241	DB00996
DB00241	DB01354
DB00241	DB01355
DB00241	DB00270
DB00241	DB00186
DB00241	DB00653
DB00241	DB00622
DB00241	DB00393
DB00241	DB00401
DB00241	DB01054
DB00241	DB00435
DB00241	DB00715
DB00241	DB00312
DB00241	DB00794
DB00241	DB00418
DB00241	DB00277
DB00241	DB00313
DB00241	DB00661
DB00246	DB00321
DB00246	DB00543
DB00246	DB01151
DB00246	DB01142
DB00246	DB01049
DB00246	DB00898
DB00246	DB00458
DB00246	DB00186
DB00246	DB00653
DB00246	DB00934
DB00246	DB01403
DB00246	DB04896
DB00246	DB00540
DB00246	DB00715
DB00246	DB08883
DB00246	DB00454
DB00246	DB01069
DB00246	DB06201
DB00246	DB00193
DB00246	DB00726
DB00261	DB00945
DB00261	DB01166
DB00261	DB00806
DB00261	DB00163
DB00269	DB01223
DB00269	DB01351
DB00269	DB00237
DB00269	DB00241
DB00269	DB00201
DB00269	DB00349
DB00269	DB00949
DB00269	DB04938
DB00269	DB00312
DB00269	DB01174
DB00269	DB01045
DB00269	DB00418
DB00269	DB00277
DB00269	DB00273
DB00270	DB01351
