#Mambo_id	DOID	MESH
18553	DOID:2722	None	MESH:D000169
16563	DOID:2723	None	MESH:D003872
16564	DOID:10075	None	MESH:D004169
16565	DOID:121	None	MESH:D014623
16566	DOID:14183	None	MESH:D020269
16567	DOID:936	None	MESH:D001927
16568	DOID:13452	None	MESH:D015423
16569	DOID:934	None	MESH:D014777
16570	DOID:13450	None	MESH:D003047
16571	DOID:14188	None	MESH:D002062
16572	DOID:930	None	MESH:D009916
16573	DOID:931	None	MESH:D008989
16574	DOID:3127	None	MESH:D011349
16575	DOID:3121	None	MESH:D005706
16576	DOID:8438	None	MESH:D000343
16577	DOID:3122	None	MESH:D017219
16578	DOID:8437	None	MESH:D007415
16579	DOID:10755	None	MESH:D059270
16580	DOID:10754	None	MESH:D010033
16581	DOID:2832	None	MESH:D005847
16582	DOID:11244	None	MESH:D000751
16583	DOID:5675	None	MESH:D000230
16584	DOID:2498	None	MESH:D014077
16585	DOID:11379	None	MESH:D058429
16586	DOID:11247	None	MESH:D004211
16587	DOID:2615	None	MESH:D010212
16588	DOID:11240	None	MESH:D001063
16589	DOID:11372	None	MESH:D008531
16590	DOID:5855	None	MESH:D056988
16591	DOID:6195	None	MESH:D003231
16592	DOID:11572	None	MESH:D008584
16593	DOID:11573	None	MESH:D008088
16594	DOID:11577	None	MESH:D011128
16595	DOID:2001	None	MESH:D009463
16596	DOID:8725	None	MESH:D015161
16597	DOID:8729	None	MESH:D011213
16598	DOID:8943	None	MESH:C537935
16599	DOID:8941	None	MESH:D063807
16600	DOID:8947	None	MESH:D003930
314	DOID:2106	OMIM:255700	MESH:D009224
16601	DOID:12900	None	MESH:D008882
16602	DOID:12901	None	MESH:D012797
16603	DOID:11212	None	MESH:D006871
16604	DOID:10348	None	MESH:D016569
55	DOID:14330	OMIM:615530	MESH:D010300
16605	DOID:615	None	MESH:D007970
16606	DOID:614	None	MESH:D008231
56	DOID:612	OMIM:242850	MESH:D007153
16607	DOID:611	None	MESH:D018370
16608	DOID:2055	None	MESH:D013313
16609	DOID:7398	None	MESH:D018242
16610	DOID:2051	None	MESH:D015523
16611	DOID:11503	None	MESH:D003929
16612	DOID:8892	None	MESH:D017515
59	DOID:8893	OMIM:614070	MESH:D011565
447	DOID:2058	OMIM:616445	MESH:D002178
16613	DOID:0060119	None	MESH:D010610
16614	DOID:47	None	MESH:D011469
66	DOID:8545	OMIM:601888	MESH:D008305
16615	DOID:8543	None	MESH:D006689
16616	DOID:8541	None	MESH:D012751
16617	DOID:2338	None	MESH:D008339
16618	DOID:48	None	MESH:D005832
16619	DOID:6823	None	MESH:C537162
16620	DOID:10460	None	MESH:D009304
16621	DOID:6536	None	MESH:D010265
16622	DOID:3213	None	MESH:D003711
16623	DOID:11103	None	MESH:D012288
16624	DOID:11102	None	MESH:D001474
16625	DOID:11101	None	MESH:D014205
16626	DOID:11100	None	MESH:D011778
16627	DOID:1627	None	MESH:D018300
16628	DOID:106	None	MESH:D014396
16629	DOID:10986	None	MESH:D015299
16630	DOID:104	None	MESH:D001424
16631	DOID:8439	None	MESH:D011178
16632	DOID:7489	None	MESH:D055034
16633	DOID:6620	None	MESH:D053306
16634	DOID:10293	None	MESH:D004948
16635	DOID:10968	None	MESH:D002547
16636	DOID:10969	None	MESH:D006429
16637	DOID:1394	None	MESH:D012553
16638	DOID:8432	None	MESH:D011086
16639	DOID:10966	None	MESH:D009402
16640	DOID:10964	None	MESH:D018424
16641	DOID:10965	None	MESH:D002547
16642	DOID:9840	None	MESH:D004948
16643	DOID:9848	None	MESH:D018159
112	DOID:9849	OMIM:156000	MESH:D008575
16644	DOID:0060249	None	MESH:D012600
16645	DOID:12720	None	MESH:D002537
117	DOID:12721	OMIM:614135	MESH:D010009
118	DOID:0060243	OMIM:614668	MESH:D013342
16646	DOID:1570	None	MESH:D004483
16647	DOID:1573	None	MESH:D006849
16648	DOID:1574	None	MESH:D000437
16649	DOID:11963	None	MESH:D004941
16650	DOID:1577	None	MESH:D045745
16651	DOID:1080	None	MESH:D005368
16652	DOID:1081	None	MESH:D008368
16653	DOID:1082	None	MESH:D004184
16654	DOID:1085	None	MESH:C580500
16655	DOID:1088	None	MESH:D008588
16656	DOID:1089	None	MESH:D016135
16657	DOID:12466	None	MESH:D006962
