#Ensemble_Gene_Id	Uniprot_id	String_id
0	12932588	CAS1_ECOLI	511145.b2755
1	12934295	YDFB_ECOLI	511145.b1572
2	7751626	IBSB_ECOLI	511145.b4668
3	12932904	FLGG_ECOLI	511145.b1078
4	12932051	FLIQ_ECOLI	511145.b1949
5	12933499	UGPC_ECOLI	511145.b3450
6	12932828	NORV_ECOLI	511145.b2710
7	12930319	YTFQ_ECOLI	511145.b4227
8	12932093	NIRB_ECOLI	511145.b3365
9	12933481	PABA_ECOLI	511145.b3360
10	12933938	CYSN_ECOLI	511145.b2751
11	12930156	LCFA_ECOLI	511145.b1805
12	12934195	AMIB_ECOLI	511145.b4169
13	12933899	YDDE_ECOLI	511145.b1464
14	12930351	SGBU_ECOLI	511145.b3582
15	12932295	RL2_ECOLI	511145.b3317
16	12931013	MUKF_ECOLI	511145.b0922
17	12930634	SETC_ECOLI	511145.b3659
18	12930390	INTS_ECOLI	511145.b2349
19	12932583	HCAE_ECOLI	511145.b2538
20	12932944	YAAJ_ECOLI	511145.b0007
21	12931930	NUDK_ECOLI	511145.b2467
22	12933540	DPPD_ECOLI	511145.b3541
23	12931981	YJHU_ECOLI	511145.b4295
24	None	INSE4_ECOLI	511145.b2088
25	None	INSE4_ECOLI	511145.b1027
26	None	INSE4_ECOLI	511145.b0540
27	None	INSE4_ECOLI	511145.b0373
28	None	INSE4_ECOLI	511145.b0298
29	12932027	FLGK_ECOLI	511145.b1082
30	12933479	YHET_ECOLI	511145.b3353
31	12932040	CHEA_ECOLI	511145.b1888
32	12933562	ADH2_ECOLI	511145.b3589
33	12930306	ACPT_ECOLI	511145.b3475
34	12932893	FTSZ_ECOLI	511145.b0095
35	12930535	YBAE_ECOLI	511145.b0445
36	12932951	DMSA_ECOLI	511145.b0894
37	12930165	YEEN_ECOLI	511145.b1983
38	12932115	CAS5_ECOLI	511145.b2757
39	12932048	FLIN_ECOLI	511145.b1946
40	12932041	MOTB_ECOLI	511145.b1889
41	12933626	HEMG_ECOLI	511145.b3850
42	12931313	MSRB_ECOLI	511145.b1778
43	12931269	YDHT_ECOLI	511145.b1669
44	12931864	YCGR_ECOLI	511145.b1194
45	12933393	MUG_ECOLI	511145.b3068
46	12931741	CLPX_ECOLI	511145.b0438
47	12932847	BIOA_ECOLI	511145.b0774
48	12931005	YBJE_ECOLI	511145.b0874
49	None	RCLR_ECOLI	511145.b0305
50	12930764	YAFT_ECOLI	511145.b0217
51	12930491	GARD_ECOLI	511145.b3128
52	12934245	FABA_ECOLI	511145.b0954
53	12933616	CYAA_ECOLI	511145.b3806
54	12932887	PNCB_ECOLI	511145.b0931
55	5061513	YPFM_ECOLI	511145.b4606
56	12933684	NRFF_ECOLI	511145.b4075
57	12933279	YQAB_ECOLI	511145.b2690
58	12933849	YCEA_ECOLI	511145.b1055
59	12933594	YIDL_ECOLI	511145.b3680
60	12931496	GLPB_ECOLI	511145.b2242
61	12930281	YHBU_ECOLI	511145.b3158
62	12933353	YQGB_ECOLI	511145.b2939
63	12930845	CYOE_ECOLI	511145.b0428
64	12930734	YABI_ECOLI	511145.b0065
65	12932011	IADA_ECOLI	511145.b4328
66	12930475	YPFN_ECOLI	511145.b4547
67	None	MENI_ECOLI	511145.b1686
68	12931730	PAL_ECOLI	511145.b0741
69	12931961	RCNA_ECOLI	511145.b2106
70	12931834	ARAC_ECOLI	511145.b0064
71	12934103	YKFF_ECOLI	511145.b0249
72	12931524	FOLX_ECOLI	511145.b2303
73	12932854	RIBF_ECOLI	511145.b0025
74	12930263	PLSY_ECOLI	511145.b3059
75	12932825	YEAN_ECOLI	511145.b1791
76	12932459	YIDJ_ECOLI	511145.b3678
77	12932305	MBHT_ECOLI	511145.b2997
78	12932561	3MG1_ECOLI	511145.b3549
79	None	ZAPE_ECOLI	511145.b3232
80	12932624	RAIA_ECOLI	511145.b2597
81	12931676	YBBO_ECOLI	511145.b0493
82	12933473	BFD_ECOLI	511145.b3337
83	12932107	AK2H_ECOLI	511145.b3940
84	12930245	MASZ_ECOLI	511145.b2976
85	12932400	HOFQ_ECOLI	511145.b3391
86	12933330	ARCL_ECOLI	511145.b2874
87	None	INSE3_ECOLI	511145.b2088
88	None	INSE3_ECOLI	511145.b1027
89	None	INSE3_ECOLI	511145.b0540
90	None	INSE3_ECOLI	511145.b0373
91	None	INSE3_ECOLI	511145.b0298
92	12934419	DGOK_ECOLI	511145.b3693
93	12932356	LSRF_ECOLI	511145.b1517
94	12931257	ADD_ECOLI	511145.b1623
95	12934352	CAIF_ECOLI	511145.b0034
