#Ensemble_Gene_Id	Uniprot_id	String_id
0	YMR262W	YM8C_YEAST	4932.YMR262W
1	YGL008C	PMA1_YEAST	4932.YGL008C
2	YEL003W	PFD2_YEAST	4932.YEL003W
3	YIL065C	FIS1_YEAST	4932.YIL065C
4	YHL006C	SHU1_YEAST	4932.YHL006C
5	YPL048W	EF1G1_YEAST	4932.YPL048W
6	YPL195W	AP3D_YEAST	4932.YPL195W
7	YGR289C	MAL11_YEAST	4932.YGR289C
8	YDR433W	YD433_YEAST	4932.YDR433W
9	YDL202W	RM11_YEAST	4932.YDL202W
10	YBR140C	IRA1_YEAST	4932.YBR140C
11	YIL131C	FKH1_YEAST	4932.YIL131C
12	YHR170W	NMD3_YEAST	4932.YHR170W
13	YOR208W	PTP2_YEAST	4932.YOR208W
14	YGR108W	CG21_YEAST	4932.YGR108W
15	YDL150W	RPC4_YEAST	4932.YDL150W
16	YOR279C	RFM1_YEAST	4932.YOR279C
17	YKL026C	GPX1_YEAST	4932.YKL026C
18	YGL031C	RL24A_YEAST	4932.YGL031C
19	YER053C-A	YE053_YEAST	4932.YER053C-A
20	YOL154W	ZPS1_YEAST	4932.YOL154W
21	YLR436C	ECM30_YEAST	4932.YLR436C
22	YDR148C	ODO2_YEAST	4932.YDR148C
23	YNR020C	ATP23_YEAST	4932.YNR020C
24	Q0120	MBI4_YEAST	4932.Q0120
25	YBR295W	ATU1_YEAST	4932.YBR295W
26	YKR090W	PXL1_YEAST	4932.YKR090W
27	YPL250W-A	YP250_YEAST	4932.YPL250W-A
28	YAL058W	CALX_YEAST	4932.YAL058W
29	YDR236C	RIFK_YEAST	4932.YDR236C
30	YGL023C	PIB2_YEAST	4932.YGL023C
31	YKR070W	YK50_YEAST	4932.YKR070W
32	YLR013W	GAT3_YEAST	4932.YLR013W
33	YMR208W	KIME_YEAST	4932.YMR208W
34	YJR108W	ABM1_YEAST	4932.YJR108W
35	YDR253C	MET32_YEAST	4932.YDR253C
36	YNL145W	MFA2_YEAST	4932.YNL145W
37	YMR182W-A	YM182_YEAST	4932.YMR182W-A
38	YGL040C	HEM2_YEAST	4932.YGL040C
39	YGL048C	PRS8_YEAST	4932.YGL048C
40	YDR327W	YD327_YEAST	4932.YDR327W
41	None	ASP24_YEAST	4932.YLR160C
42	None	ASP24_YEAST	4932.YLR158C
43	None	ASP24_YEAST	4932.YLR157C
44	None	ASP24_YEAST	4932.YLR155C
45	YOL159C-A	YO59A_YEAST	4932.YOL159C-A
46	YCR018C-A	YC018_YEAST	4932.YCR018C-A
47	YCR018C-A	YC018_YEAST	4932.YMR046W-A
48	YLR292C	SEC72_YEAST	4932.YLR292C
49	YNL208W	YNU8_YEAST	4932.YNL208W
50	YOL093W	TRM10_YEAST	4932.YOL093W
51	YGL093W	SP105_YEAST	4932.YGL093W
52	YNL212W	VID27_YEAST	4932.YNL212W
53	YIL007C	PSMD9_YEAST	4932.YIL007C
54	YGL099W	LSG1_YEAST	4932.YGL099W
55	YDL126C	CDC48_YEAST	4932.YDL126C
56	YPR149W	NCE2_YEAST	4932.YPR149W
57	YBL040C	ERD2_YEAST	4932.YBL040C
58	YOR203W	YO201_YEAST	4932.YOR203W
59	YBL016W	FUS3_YEAST	4932.YBL016W
60	YGR135W	PSA4_YEAST	4932.YOL038W
61	YPL124W	SPC29_YEAST	4932.YPL124W
62	YDR378C	LSM6_YEAST	4932.YDR378C
63	YNL107W	AF9_YEAST	4932.YNL107W
64	YFL001W	PUS3_YEAST	4932.YFL001W
65	YBR082C	UBC4_YEAST	4932.YBR082C
66	YBL101C	ECM21_YEAST	4932.YBL101C
67	YLR114C	AVL9_YEAST	4932.YLR114C
68	YAL053W	FLC2_YEAST	4932.YAL053W
69	YNL217W	YNV7_YEAST	4932.YNL217W
70	YLL005C	SPO75_YEAST	4932.YLL005C
71	YJR063W	RPA12_YEAST	4932.YJR063W
72	YNL070W	TOM7_YEAST	4932.YNL070W
73	YKL063C	YKG3_YEAST	4932.YKL063C
74	YGL148W	AROC_YEAST	4932.YGL148W
75	YGR209C	TRX2_YEAST	4932.YGR209C
76	YNL220W	PURA_YEAST	4932.YNL220W
77	YGR247W	CPD1_YEAST	4932.YGR247W
78	YNL093W	YPT53_YEAST	4932.YNL093W
79	YDR464W	SPP41_YEAST	4932.YDR464W
80	YBR007C	DSF2_YEAST	4932.YBR007C
81	YPL199C	YP199_YEAST	4932.YPL199C
82	YDR207C	UME6_YEAST	4932.YDR207C
83	YPL029W	SUV3_YEAST	4932.YPL029W
84	YMR074C	YMW4_YEAST	4932.YMR074C
85	None	PAU21_YEAST	4932.YPL282C
86	None	PAU21_YEAST	4932.YOR394W
87	None	PAU21_YEAST	4932.YMR325W
88	None	PAU21_YEAST	4932.YIR041W
89	None	PAU21_YEAST	4932.YLL025W
90	YFL020C	PAU5_YEAST	4932.YFL020C
91	YFL020C	PAU5_YEAST	4932.YAR020C
92	YNL168C	FMP41_YEAST	4932.YNL168C
93	YLR271W	YL271_YEAST	4932.YLR271W
94	YEL056W	HAT2_YEAST	4932.YEL056W
95	YMR175W-A	YM175_YEAST	4932.YMR175W-A
96	YDR363W	ESC2_YEAST	4932.YDR363W
97	None	YM09A_YEAST	4932.YML009C-A
98	YMR071C	TVP18_YEAST	4932.YMR071C
99	YJR147W	HMS2_YEAST	4932.YJR147W
100	YGL102C	YGK2_YEAST	4932.YGL102C
101	YMR175W	SIP18_YEAST	4932.YMR175W
102	YLR173W	YL173_YEAST	4932.YLR173W
103	YJL140W	RPB4_YEAST	4932.YJL140W
104	YLR429W	CORO_YEAST	4932.YLR429W
105	YNL164C	IBD2_YEAST	4932.YNL164C
106	YNR064C	YN93_YEAST	4932.YNR064C
107	YNR014W	YN87_YEAST	4932.YNR014W
108	YER087W	SYPM_YEAST	4932.YER087W
109	YOR063W	RL3_YEAST	4932.YOR063W
110	YJR141W	YJ9I_YEAST	4932.YJR141W
111	YBR022W	POA1_YEAST	4932.YBR022W
112	YFR027W	ECO1_YEAST	4932.YFR027W
113	YDR484W	VPS52_YEAST	4932.YDR484W
114	YPL108W	YP108_YEAST	4932.YPL108W
115	YDL065C	PEX19_YEAST	4932.YDL065C
116	YGL026C	TRP_YEAST	4932.YGL026C
117	YDL044C	MTF2_YEAST	4932.YDL044C
118	YPR014C	YPR14_YEAST	4932.YPR014C
119	YOL124C	TRM11_YEAST	4932.YOL124C
120	YOR271C	FSF1_YEAST	4932.YOR271C
121	YKL218C	SRY1_YEAST	4932.YKL218C
122	YMR104C	YPK2_YEAST	4932.YMR104C
123	YNL092W	YNJ2_YEAST	4932.YNL092W
124	YDR263C	DIN7_YEAST	4932.YDR263C
125	None	YE067_YEAST	4932.YER067C-A
126	YOR162C	YRR1_YEAST	4932.YOR162C
127	YCR020C-A	NAA38_YEAST	4932.YCR020C-A
128	YLR069C	EFGM_YEAST	4932.YLR069C
129	YBR088C	PCNA_YEAST	4932.YBR088C
130	YJL120W	YJM0_YEAST	4932.YJL120W
131	YLR437C	DIF1_YEAST	4932.YLR437C
132	None	YH131_YEAST	4932.YHR131W-A
133	YNL184C	YNS4_YEAST	4932.YNL184C
134	YDL217C	TIM22_YEAST	4932.YDL217C
135	YDL105W	NSE4_YEAST	4932.YDL105W
136	YNL117W	MASY_YEAST	4932.YNL117W
137	YOL079W	YO079_YEAST	4932.YOL079W
138	YNL173C	MDG1_YEAST	4932.YNL173C
139	YMR247C	LTN1_YEAST	4932.YMR247C
140	YGL262W	YGZG_YEAST	4932.YGL262W
141	YPL059W	GLRX5_YEAST	4932.YPL059W
142	YGR166W	TRS65_YEAST	4932.YGR166W
143	YMR223W	UBP8_YEAST	4932.YMR223W
144	YBR157C	ICS2_YEAST	4932.YBR157C
145	YOR111W	YO111_YEAST	4932.YOR111W
146	YLR122C	YL122_YEAST	4932.YLR122C
147	YJL139C	YUR1_YEAST	4932.YJL139C
148	YOL033W	SYEM_YEAST	4932.YOL033W
149	YDL221W	YD221_YEAST	4932.YDL221W
150	YNL246W	VPS75_YEAST	4932.YNL246W
151	YPL077C	YP077_YEAST	4932.YPL077C
152	YJL222W-B	YIR5_YEAST	4932.YJL222W-B
153	YLR220W	CCC1_YEAST	4932.YLR220W
154	YML036W	CG121_YEAST	4932.YML036W
155	YGR156W	PTI1_YEAST	4932.YGR156W
156	YMR042W	ARGR1_YEAST	4932.YMR042W
157	YDR512C	EMI1_YEAST	4932.YDR512C
158	YER002W	NOP16_YEAST	4932.YER002W
159	YHR199C-A	NBL1_YEAST	4932.YHR199C-A
160	None	YL15H_YEAST	4932.YLR159C-A
161	None	YL15H_YEAST	4932.YLR157C-C
162	None	YL15H_YEAST	4932.YLR156C-A
163	None	YL15H_YEAST	4932.YLR154C-H
164	None	YL458_YEAST	4932.YLR458W
165	YNL014W	EF3B_YEAST	4932.YNL014W
166	YBR012C	YBM2_YEAST	4932.YBR012C
167	YBL006C	LDB7_YEAST	4932.YBL006C
168	YOL010W	RCL1_YEAST	4932.YOL010W
169	YMR069W	NAT4_YEAST	4932.YMR069W
170	YOL040C	RS15_YEAST	4932.YOL040C
171	YMR020W	FMS1_YEAST	4932.YMR020W
172	YFR012W-A	YF012_YEAST	4932.YFR012W-A
173	YDR524W-C	YD24C_YEAST	4932.YDR524W-C
174	YGR067C	YG2A_YEAST	4932.YGR067C
175	YER120W	SCS2_YEAST	4932.YER120W
176	YIR020W-A	YI20A_YEAST	4932.YIR020W-A
177	YBR017C	IMB2_YEAST	4932.YBR017C
178	YKL141W	SDH3_YEAST	4932.YKL141W
179	YMR030W-A	YM030_YEAST	4932.YMR030W-A
180	YNR035C	ARPC2_YEAST	4932.YNR035C
181	YOR178C	GAC1_YEAST	4932.YOR178C
182	YOL110W	ERFD_YEAST	4932.YOL110W
183	YGR139W	YG3G_YEAST	4932.YGR139W
184	YLR327C	TMA10_YEAST	4932.YLR327C
185	YPL270W	MDL2_YEAST	4932.YPL270W
186	YLR279W	YL279_YEAST	4932.YLR279W
187	YGR263C	SAY1_YEAST	4932.YGR263C
188	YGL263W	COS12_YEAST	4932.YGL263W
189	YDR377W	ATPK_YEAST	4932.YDR377W
190	YIL078W	SYTC_YEAST	4932.YIL078W
191	YPL113C	YP113_YEAST	4932.YPL113C
192	YMR221C	FMP42_YEAST	4932.YMR221C
193	YAR035C-A	YA035_YEAST	4932.YAR035C-A
194	YCR035C	RRP43_YEAST	4932.YCR035C
195	YKL106C-A	YK106_YEAST	4932.YKL106C-A
196	YMR233W	TRI1_YEAST	4932.YMR233W
197	YMR117C	SPC24_YEAST	4932.YMR117C
198	YDR118W-A	YD18A_YEAST	4932.YDR118W-A
199	YKL088W	CAB3_YEAST	4932.YKL088W
200	YNL133C	FYV6_YEAST	4932.YNL133C
201	YIL032C	YID2_YEAST	4932.YIL032C
202	YJR076C	CDC11_YEAST	4932.YJR076C
203	YLR399W-A	YL399_YEAST	4932.YLR399W-A
204	YOR213C	SAS5_YEAST	4932.YOR213C
205	YCL058C	FYV5_YEAST	4932.YCL058C
206	YGR202C	PCY1_YEAST	4932.YGR202C
207	YMR059W	SEN15_YEAST	4932.YMR059W
208	YMR299C	DYN3_YEAST	4932.YMR299C
209	YMR229C	RRP5_YEAST	4932.YMR229C
210	YPL237W	IF2B_YEAST	4932.YPL237W
211	YPL086C	ELP3_YEAST	4932.YPL086C
212	YBR073W	RDH54_YEAST	4932.YBR073W
213	YGL014W	PUF4_YEAST	4932.YGL014W
214	YHR178W	STB5_YEAST	4932.YHR178W
215	YJL129C	TRK1_YEAST	4932.YJL129C
216	YKL166C	KAPC_YEAST	4932.YKL166C
217	YPL097W	SYYM_YEAST	4932.YPL097W
218	YDL229W	HSP75_YEAST	4932.YDL229W
219	YCL054W	SPB1_YEAST	4932.YCL054W
220	YBR092C	PPA3_YEAST	4932.YBR092C
221	None	YH052_YEAST	4932.YHR054W-A
222	None	YH052_YEAST	4932.YHR052W-A
223	YER034W	YEM4_YEAST	4932.YER034W
224	YOR224C	RPAB3_YEAST	4932.YOR224C
225	YDR098C-B	YD11B_YEAST	4932.YDR098C-B
226	YDR098C-B	YD11B_YEAST	4932.YPL257W-B
227	YDR098C-B	YD11B_YEAST	4932.YLR157C-B
228	YDR098C-B	YD11B_YEAST	4932.YML039W
229	YDR098C-B	YD11B_YEAST	4932.YPR137C-B
230	YDR098C-B	YD11B_YEAST	4932.YPR158W-B
231	YDR098C-B	YD11B_YEAST	4932.YLR227W-B
232	YDR098C-B	YD11B_YEAST	4932.YPR158C-D
233	YDR098C-B	YD11B_YEAST	4932.YGR161C-D
234	YDR098C-B	YD11B_YEAST	4932.YDR261C-D
235	YDR098C-B	YD11B_YEAST	4932.YAR009C
236	YDR098C-B	YD11B_YEAST	4932.YMR051C
237	YDR098C-B	YD11B_YEAST	4932.YGR161C-C
238	YDR098C-B	YD11B_YEAST	4932.YER159C-A
239	YDR098C-B	YD11B_YEAST	4932.YDR316W-A
240	YDR098C-B	YD11B_YEAST	4932.YDR098C-A
241	YDR098C-B	YD11B_YEAST	4932.YOR142W-A
242	YDR098C-B	YD11B_YEAST	4932.YML045W-A
243	YDR098C-B	YD11B_YEAST	4932.YDR210C-C
244	YDR098C-B	YD11B_YEAST	4932.YGR038C-A
245	YDR098C-B	YD11B_YEAST	4932.YOL103W-A
246	YDR098C-B	YD11B_YEAST	4932.YML040W
247	YDR098C-B	YD11B_YEAST	4932.YLR227W-A
248	YDR098C-B	YD11B_YEAST	4932.YJR026W
249	YDR098C-B	YD11B_YEAST	4932.YPR158C-C
250	YDR098C-B	YD11B_YEAST	4932.YLR157C-A
251	YDR098C-B	YD11B_YEAST	4932.YER137C-A
252	YDR098C-B	YD11B_YEAST	4932.YDR365W-A
253	YDR098C-B	YD11B_YEAST	4932.YJR028W
254	YDR098C-B	YD11B_YEAST	4932.YAR010C
255	YDR098C-B	YD11B_YEAST	4932.YGR027W-A
256	YDR027C	VPS54_YEAST	4932.YDR027C
257	YOL109W	ZEO1_YEAST	4932.YOL109W
258	YHR139C	SS100_YEAST	4932.YHR139C
259	YOR299W	BUD7_YEAST	4932.YOR299W
260	YJL027C	YJC7_YEAST	4932.YJL027C
261	YPL065W	VPS28_YEAST	4932.YPL065W
262	YOL031C	SIL1_YEAST	4932.YOL031C
263	YPL122C	TFB2_YEAST	4932.YPL122C
264	YBR095C	RXT2_YEAST	4932.YBR095C
265	YDR322W	RM35_YEAST	4932.YDR322W
266	YOR250C	CLP1_YEAST	4932.YOR250C
267	YHR214C-E	YH1E_YEAST	4932.YHR214C-E
268	YPR056W	TFB4_YEAST	4932.YPR056W
269	YOL156W	HXT11_YEAST	4932.YOL156W
270	YML133C	YL067_YEAST	4932.YML133C
271	YML133C	YL067_YEAST	4932.YLL067C
272	YML133C	YL067_YEAST	4932.YPR204W
273	YML133C	YL067_YEAST	4932.YOR396W
274	YML133C	YL067_YEAST	4932.YLR467W
275	YML133C	YL067_YEAST	4932.YLR467W
276	YML133C	YL067_YEAST	4932.YDR545W
277	YML133C	YL067_YEAST	4932.YDR545W
278	YML133C	YL067_YEAST	4932.YLR466W
279	YML133C	YL067_YEAST	4932.YNL339C
280	YML133C	YL067_YEAST	4932.YNL339C
281	YML133C	YL067_YEAST	4932.YPL283C
282	YML133C	YL067_YEAST	4932.YPL283C
283	YML133C	YL067_YEAST	4932.YGR296W
284	YML133C	YL067_YEAST	4932.YGR296W
285	YML133C	YL067_YEAST	4932.YER190W
286	YML133C	YL067_YEAST	4932.YIL177C
287	YML133C	YL067_YEAST	4932.YJL225C
288	YML133C	YL067_YEAST	4932.YBL111C
289	YML133C	YL067_YEAST	4932.YBL113C
290	YML133C	YL067_YEAST	4932.YFL066C
291	YML133C	YL067_YEAST	4932.YHL050C
292	YML133C	YL067_YEAST	4932.YHL049C
293	YML133C	YL067_YEAST	4932.YPR202W
294	YML133C	YL067_YEAST	4932.YER189W
295	YML133C	YL067_YEAST	4932.YPR203W
296	YML133C	YL067_YEAST	4932.YFL065C
297	YML133C	YL067_YEAST	4932.YBL112C
298	YNL039W	TFC5_YEAST	4932.YNL039W
299	YML085C	TBA1_YEAST	4932.YML085C
300	YHR001W	OSH7_YEAST	4932.YHR001W
301	None	PDK2_YEAST	4932.YGL059W
302	YJL024C	AP3S_YEAST	4932.YJL024C
303	None	YD008_YEAST	4932.YDR008C
304	YLR242C	ARV1_YEAST	4932.YLR242C
305	YBR064W	YBR4_YEAST	4932.YBR064W
306	YML057C-A	YM057_YEAST	4932.YML057C-A
307	YJL052C-A	YJ052_YEAST	4932.YJL052C-A
308	YJR096W	YJ66_YEAST	4932.YJR096W
309	YJR103W	URA8_YEAST	4932.YJR103W
310	YAL029C	MYO4_YEAST	4932.YAL029C
311	None	TR732_YEAST	4932.YMR259C
312	YJR090C	GRR1_YEAST	4932.YJR090C
313	YLR204W	COX24_YEAST	4932.YLR204W
314	YMR024W	RM03_YEAST	4932.YMR024W
315	YPL046C	ELOC_YEAST	4932.YPL046C
316	YPR063C	YP063_YEAST	4932.YPR063C
317	YJL082W	IML2_YEAST	4932.YJL082W
318	YJR123W	RS5_YEAST	4932.YJR123W
319	YLR431C	ATG23_YEAST	4932.YLR431C
320	YIL103W	DPH1_YEAST	4932.YIL103W
321	YNL146C-A	YN146_YEAST	4932.YNL146C-A
322	YJR046W	CDT1_YEAST	4932.YJR046W
323	YAL020C	ATS1_YEAST	4932.YAL020C
324	YGL091C	NBP35_YEAST	4932.YGL091C
325	YBL056W	PP2C3_YEAST	4932.YBL056W
326	YOR018W	ROD1_YEAST	4932.YOR018W
327	YDR175C	RT24_YEAST	4932.YDR175C
328	YJL130C	PYR1_YEAST	4932.YJL130C
329	YGL097W	RCC1_YEAST	4932.YGL097W
330	YKL156C-A	YK156_YEAST	4932.YKL156C-A
331	YPL006W	NPC1_YEAST	4932.YPL006W
332	YGL236C	MTO1_YEAST	4932.YGL236C
333	YPL264C	YP264_YEAST	4932.YPL264C
334	YDR055W	PST1_YEAST	4932.YDR055W
335	YCR009C	RV161_YEAST	4932.YCR009C
336	YDR062W	LCB2_YEAST	4932.YDR062W
337	YPL047W	SGF11_YEAST	4932.YPL047W
338	YDR217C	RAD9_YEAST	4932.YDR217C
339	YHL048W	YIW4_YEAST	4932.YHL048W
340	YJL003W	COX16_YEAST	4932.YJL003W
341	YOL032W	OPI10_YEAST	4932.YOL032W
342	None	PDK1_YEAST	4932.YIL042C
343	YGR089W	NNF2_YEAST	4932.YGR089W
344	None	TM115_YEAST	4932.YOL107W
345	YPL213W	RU2A_YEAST	4932.YPL213W
346	YHL026C	YHC6_YEAST	4932.YHL026C
347	None	NNRE_YEAST	4932.YNL200C
348	YKL087C	CYT2_YEAST	4932.YKL087C
349	YER175C	TMT1_YEAST	4932.YER175C
350	YIL157C	COA1_YEAST	4932.YIL157C
351	YMR155W	YM30_YEAST	4932.YMR155W
352	YDL154W	MSH5_YEAST	4932.YDL154W
353	YMR247W-A	YM247_YEAST	4932.YMR247W-A
354	YDR190C	RUVB1_YEAST	4932.YDR190C
355	YNL241C	G6PD_YEAST	4932.YNL241C
356	YNL274C	GOR1_YEAST	4932.YNL274C
357	YMR287C	DSS1_YEAST	4932.YMR287C
358	YCL057W	PRTD_YEAST	4932.YCL057W
359	YLR318W	TERT_YEAST	4932.YLR318W
360	YBL055C	YBF5_YEAST	4932.YBL055C
361	YDL026W	YDL26_YEAST	4932.YDL026W
362	YDL174C	DLD1_YEAST	4932.YDL174C
363	YIL004C	BET1_YEAST	4932.YIL004C
364	YBR050C	REG2_YEAST	4932.YBR050C
365	YBL064C	PRX1_YEAST	4932.YBL064C
366	None	YI56A_YEAST	4932.YIL156W-A
367	YOR328W	PDR10_YEAST	4932.YOR328W
368	YDR476C	YD476_YEAST	4932.YDR476C
369	YDR525W-A	SNA2_YEAST	4932.YDR525W-A
370	YCL050C	APA1_YEAST	4932.YCL050C
371	YDR337W	RT28_YEAST	4932.YDR337W
372	YOR114W	YORA4_YEAST	4932.YOR114W
373	YOR305W	RRG7_YEAST	4932.YOR305W
374	YJL119C	YJL9_YEAST	4932.YJL119C
375	YBL047C	EDE1_YEAST	4932.YBL047C
376	YIL044C	AGE2_YEAST	4932.YIL044C
377	YLL058W	METW_YEAST	4932.YLL058W
378	YDR065W	RRG1_YEAST	4932.YDR065W
379	YFR013W	IOC3_YEAST	4932.YFR013W
380	YBL073W	YBH3_YEAST	4932.YBL073W
381	YIR020C-B	YI020_YEAST	4932.YIR020C-B
382	YLR167W	RS27A_YEAST	4932.YLR167W
383	YLR167W	RS27A_YEAST	4932.YKR094C
384	YLR167W	RS27A_YEAST	4932.YIL148W
385	YLR167W	RS27A_YEAST	4932.YLL039C
386	YLR167W	RS27A_YEAST	4932.YLL039C
387	YLR167W	RS27A_YEAST	4932.YLL039C
388	YLR167W	RS27A_YEAST	4932.YLL039C
389	YLR167W	RS27A_YEAST	4932.YLL039C
390	YOR142W-B	YO12B_YEAST	4932.YOR142W-B
391	YOR142W-B	YO12B_YEAST	4932.YGR027W-B
392	YOR142W-B	YO12B_YEAST	4932.YPR158W-B
393	YOR142W-B	YO12B_YEAST	4932.YPL257W-B
394	YOR142W-B	YO12B_YEAST	4932.YLR157C-B
395	YOR142W-B	YO12B_YEAST	4932.YML039W
396	YOR142W-B	YO12B_YEAST	4932.YER138C
397	YOR142W-B	YO12B_YEAST	4932.YPR137C-B
398	YOR142W-B	YO12B_YEAST	4932.YBR012W-B
399	YOR142W-B	YO12B_YEAST	4932.YDR261C-D
400	YOR142W-B	YO12B_YEAST	4932.YAR009C
401	YOR142W-B	YO12B_YEAST	4932.YLR035C-A
402	YOR142W-B	YO12B_YEAST	4932.YPR158W-A
403	YOR142W-B	YO12B_YEAST	4932.YOR142W-A
404	YOR142W-B	YO12B_YEAST	4932.YMR051C
405	YOR142W-B	YO12B_YEAST	4932.YGR161C-C
406	YOR142W-B	YO12B_YEAST	4932.YER159C-A
407	YOR142W-B	YO12B_YEAST	4932.YDR316W-A
408	YOR142W-B	YO12B_YEAST	4932.YDR098C-A
409	YOR142W-B	YO12B_YEAST	4932.YDR210C-C
410	YOR142W-B	YO12B_YEAST	4932.YOL103W-A
411	YOR142W-B	YO12B_YEAST	4932.YLR227W-A
412	YOR142W-B	YO12B_YEAST	4932.YJR026W
413	YOR142W-B	YO12B_YEAST	4932.YPR158C-C
414	YOR142W-B	YO12B_YEAST	4932.YLR157C-A
415	YOR142W-B	YO12B_YEAST	4932.YER137C-A
416	YOR142W-B	YO12B_YEAST	4932.YDR365W-A
417	YOR142W-B	YO12B_YEAST	4932.YJR028W
418	YOR142W-B	YO12B_YEAST	4932.YAR010C
419	YOR142W-B	YO12B_YEAST	4932.YGR027W-A
420	YOR142W-B	YO12B_YEAST	4932.YNL054W-A
421	YKL198C	PTK1_YEAST	4932.YKL198C
422	YIL134C-A	YI134_YEAST	4932.YIL134C-A
423	YLL022C	HIF1_YEAST	4932.YLL022C
424	YDL168W	FADH_YEAST	4932.YDL168W
425	YKL177W	YKR7_YEAST	4932.YKL177W
426	YNR002C	ATO2_YEAST	4932.YNR002C
427	YPL225W	YP225_YEAST	4932.YPL225W
428	YEL020W-A	TIM9_YEAST	4932.YEL020W-A
429	YPL183C	WDR6_YEAST	4932.YPL183C
430	YIL043C	NCB5R_YEAST	4932.YIL043C
431	YMR044W	IOC4_YEAST	4932.YMR044W
432	YDL100C	GET3_YEAST	4932.YDL100C
433	YMR283C	RIT1_YEAST	4932.YMR283C
434	YBR275C	RIF1_YEAST	4932.YBR275C
435	YLR101C	YL101_YEAST	4932.YLR101C
436	YMR261C	TPS3_YEAST	4932.YMR261C
437	YAL005C	HSP71_YEAST	4932.YAL005C
