# UNIPROT	ENSEMBL
Q86XR5	ENSP00000376848
O60260	ENSP00000355863
Q86XR5	ENSP00000434370
O60260	ENSP00000355862
Q13017	ENSP00000452222
Q5VXU9	ENSP00000363401
Q86XR5	ENSP00000376851
Q86XR5	ENSP00000320948
Q13017	ENSP00000441692
Q9H4G0	ENSP00000363061
Q5VXU9	ENSP00000363405
Q9P219	ENSP00000374507
O60260	ENSP00000355860
Q13017	ENSP00000379827
O60260	ENSP00000343589
O60260	ENSP00000434414
Q13017	ENSP00000407395
Q96PQ0	ENSP00000422185
Q9BXX3	ENSP00000477963
Q13017	ENSP00000371897
Q8TC56	ENSP00000305596
Q86UF2	ENSP00000474388
A0PK00	ENSP00000345152
Q9H4G0	ENSP00000337168
Q8NH51	ENSP00000485634
Q8NH51	ENSP00000485070
A0PK00	ENSP00000404991
Q9H205	ENSP00000485214
Q9H205	ENSP00000307447
Q12824	ENSP00000479330
Q07954	ENSP00000243077
Q9H4G0	ENSP00000399214
O75592	ENSP00000444596
Q9NYW5	ENSP00000247881
O43852	ENSP00000438248
Q07954	ENSP00000341264
O95222	ENSP00000330384
O43852	ENSP00000249364
P00734	ENSP00000308541
Q9Y4G2	ENSP00000483820
O43852	ENSP00000408838
Q9NP91	ENSP00000296133
Q13444	ENSP00000434227
O43852	ENSP00000420381
Q92526	ENSP00000398044
O75592	ENSP00000349892
Q13444	ENSP00000432347
Q9H8X9	ENSP00000283441
Q15819	ENSP00000428209
P48146	ENSP00000484253
Q9H8X9	ENSP00000427067
Q9NP91	ENSP00000346298
P01876	ENSP00000374989
Q14934	ENSP00000388910
Q92526	ENSP00000327191
P48378	ENSP00000306335
P48378	ENSP00000352076
P55808	ENSP00000370566
Q92526	ENSP00000400917
P48378	ENSP00000467166
O75146	ENSP00000253083
P55808	ENSP00000411004
Q9NWB1	ENSP00000447753
P21860	ENSP00000267101
Q9NWB1	ENSP00000450031
O75175	ENSP00000221232
P21860	ENSP00000415753
Q13405	ENSP00000434190
Q96KR4	ENSP00000418324
Q13405	ENSP00000279242
Q15404	ENSP00000367154
Q8NE71	ENSP00000413319
P21860	ENSP00000447510
Q96KR4	ENSP00000328829
Q8NE71	ENSP00000389472
Q15404	ENSP00000339521
P21860	ENSP00000408340
Q99766	ENSP00000245448
Q99766	ENSP00000389246
Q15404	ENSP00000473588
O75175	ENSP00000351159
Q04837	ENSP00000265304
Q9NWB1	ENSP00000447717
Q96KR4	ENSP00000410926
Q9H0F5	ENSP00000259605
P60763	ENSP00000304283
Q04837	ENSP00000419541
P29728	ENSP00000342278
Q99766	ENSP00000308334
Q9H0F5	ENSP00000335239
Q9HC10	ENSP00000345137
P09543	ENSP00000377470
P29728	ENSP00000376362
Q8NDX1	ENSP00000245796
Q04837	ENSP00000420485
Q9HC10	ENSP00000344521
P29728	ENSP00000411763
Q9H0F5	ENSP00000367109
Q15835	ENSP00000334876
Q04837	ENSP00000419388
P09543	ENSP00000377466
P23527	ENSP00000477527
Q9NWB1	ENSP00000402745
P15538	ENSP00000292427
Q04837	ENSP00000419665
Q14934	ENSP00000452039
Q9NWB1	ENSP00000309117
Q04837	ENSP00000480488
Q8NDX1	ENSP00000413997
Q9HC10	ENSP00000383906
P15538	ENSP00000428043
Q9NWB1	ENSP00000347855
Q15848	ENSP00000320709
Q15848	ENSP00000389814
Q92611	ENSP00000256497
Q92611	ENSP00000394099
P06400	ENSP00000267163
Q13444	ENSP00000349436
P62807	ENSP00000483237
Q13444	ENSP00000403843
Q13444	ENSP00000352226
Q9BYG3	ENSP00000285814
P68431	ENSP00000366999
F5H4B4	ENSP00000445093
Q9Y4C2	ENSP00000419235
Q13444	ENSP00000353892
Q9H0F5	ENSP00000349566
Q9H0F5	ENSP00000343947
Q9HCS4	ENSP00000282111
Q9H0F5	ENSP00000367117
Q13444	ENSP00000357397
Q09161	ENSP00000364289
Q9H0F5	ENSP00000483536
Q9Y4C2	ENSP00000348220
Q13444	ENSP00000348227
O60755	ENSP00000249041
P15408	ENSP00000368939
Q13444	ENSP00000271836
P15408	ENSP00000264716
Q13444	ENSP00000357398
Q9Y3A2	ENSP00000362105
O95396	ENSP00000244051
Q9UPN6	ENSP00000356146
Q13444	ENSP00000432927
Q9HC10	ENSP00000272371
Q8NEQ6	ENSP00000332162
Q13444	ENSP00000476000
Q9HC10	ENSP00000385255
Q9UPN6	ENSP00000356154
Q8WUX2	ENSP00000295304
Q8N4V2	ENSP00000479104
Q9NUN7	ENSP00000434480
O60669	ENSP00000449547
Q14126	ENSP00000261590
Q6IEY1	ENSP00000329982
Q02543	ENSP00000222247
Q6WKZ4	ENSP00000287263
Q14627	ENSP00000361004
Q14627	ENSP00000243213
Q4VC31	ENSP00000291458
Q6WKZ4	ENSP00000331342
A6NMS7	ENSP00000326324
Q9Y333	ENSP00000414006
A6NFQ2	ENSP00000412724
Q6WKZ4	ENSP00000430680
A6NFQ2	ENSP00000349902
A6NNL5	ENSP00000342254
A6NFQ2	ENSP00000404265
O60669	ENSP00000448071
A6NFQ2	ENSP00000389100
A6NFQ2	ENSP00000441099
O60669	ENSP00000448742
P13489	ENSP00000480036
P62854	ENSP00000348849
P62854	ENSP00000450339
O60669	ENSP00000261187
Q8WXD9	ENSP00000345436
Q9ULE6	ENSP00000263563
A6NCL2	ENSP00000479730
P09529	ENSP00000295228
Q03052	ENSP00000362103
Q16650	ENSP00000374205
P30414	ENSP00000232978
Q96MC5	ENSP00000300006
Q16650	ENSP00000387023
Q14697	ENSP00000432181
P23582	ENSP00000387159
P23582	ENSP00000295440
P15121	ENSP00000285930
Q96SL4	ENSP00000354677
Q96MC5	ENSP00000408976
Q9NR34	ENSP00000363452
Q96EU6	ENSP00000244496
Q8TEQ8	ENSP00000298004
O75157	ENSP00000354543
Q8TEQ8	ENSP00000367880
Q9BVG9	ENSP00000308258
Q8TEQ8	ENSP00000354678
A4IF30	ENSP00000451990
A4IF30	ENSP00000342518
P13489	ENSP00000479966
Q9UKT8	ENSP00000476369
Q14934	ENSP00000451224
Q14934	ENSP00000450644
Q14934	ENSP00000388668
Q14934	ENSP00000439350
Q14934	ENSP00000452270
Q14934	ENSP00000451502
Q14934	ENSP00000451151
Q15849	ENSP00000465953
Q15849	ENSP00000255226
Q15849	ENSP00000465349
P01889	ENSP00000399168
P30480	ENSP00000399168
P30486	ENSP00000399168
Q29836	ENSP00000399168
Q31612	ENSP00000399168
Q31610	ENSP00000399168
P49815	ENSP00000219476
P49815	ENSP00000371978
Q6PD74	ENSP00000261880
P13489	ENSP00000479004
Q7Z614	ENSP00000388875
P49815	ENSP00000384468
P13489	ENSP00000484572
Q2TAC6	ENSP00000374566
Q7Z614	ENSP00000300590
Q7Z614	ENSP00000454863
P49815	ENSP00000399232
P55809	ENSP00000196371
P49815	ENSP00000344383
Q7Z614	ENSP00000332062
Q14934	ENSP00000250373
Q6PD74	ENSP00000453263
Q9H7L9	ENSP00000443988
Q14934	ENSP00000450590
P55809	ENSP00000421143
Q6PD74	ENSP00000440735
P55809	ENSP00000423144
Q9UGF5	ENSP00000230221
P82663	ENSP00000253686
Q14934	ENSP00000452349
P13489	ENSP00000478664
P82663	ENSP00000390882
P18428	ENSP00000217407
O60676	ENSP00000246012
Q14934	ENSP00000450469
P82663	ENSP00000407733
Q9Y6J8	ENSP00000352726
Q14934	ENSP00000450733
P43631	ENSP00000478509
Q14934	ENSP00000451454
Q14934	ENSP00000451284
Q14934	ENSP00000396788
Q5SQ80	ENSP00000366826
Q14934	ENSP00000450686
Q9Y6J8	ENSP00000343383
Q9Y6J8	ENSP00000392221
Q7Z3Z0	ENSP00000310573
O60721	ENSP00000261892
Q14934	ENSP00000450810
O60721	ENSP00000381991
Q14934	ENSP00000451183
Q14934	ENSP00000451395
Q5TH69	ENSP00000251691
O60721	ENSP00000439190
Q14934	ENSP00000451496
B0I1T2	ENSP00000258787
Q14934	ENSP00000451801
Q14934	ENSP00000451590
Q9Y6J8	ENSP00000248600
Q9Y6J8	ENSP00000353798
O60721	ENSP00000341837
Q92765	ENSP00000295113
A6NKL6	ENSP00000463375
Q6UXT9	ENSP00000302657
A6NKL6	ENSP00000372982
Q9BRT2	ENSP00000476140
Q99708	ENSP00000323050
P43652	ENSP00000226355
P31321	ENSP00000385749
Q99708	ENSP00000382628
P31321	ENSP00000385349
P48664	ENSP00000221742
P0CK97	ENSP00000347614
P31321	ENSP00000353415
Q99708	ENSP00000382630
P0CK97	ENSP00000246421
Q9BTM9	ENSP00000361944
Q9BTM9	ENSP00000361941
P31321	ENSP00000440449
P31321	ENSP00000444487
A8K8V0	ENSP00000420340
P63241	ENSP00000336702
Q9BTM9	ENSP00000412922
A8K8V0	ENSP00000378642
P0DMB2	ENSP00000454561
P48664	ENSP00000471781
P48664	ENSP00000446175
Q96A49	ENSP00000369500
P05230	ENSP00000352329
P05230	ENSP00000367285
Q96C28	ENSP00000481069
P05230	ENSP00000338548
Q8N5P1	ENSP00000386488
P45974	ENSP00000229268
P05230	ENSP00000354231
P52926	ENSP00000384026
O95377	ENSP00000340811
P20382	ENSP00000332225
P45974	ENSP00000373883
P05230	ENSP00000404742
P43626	ENSP00000478263
P05230	ENSP00000396195
Q14980	ENSP00000260051
Q6ZN16	ENSP00000352093
Q5VWK5	ENSP00000321345
Q96C28	ENSP00000481033
Q8N5P1	ENSP00000272570
Q8NGW6	ENSP00000357126
Q5VWK5	ENSP00000378652
P05230	ENSP00000480791
P05230	ENSP00000480980
P05230	ENSP00000481868
P05230	ENSP00000479024
O15018	ENSP00000402033
Q14980	ENSP00000351851
Q8NEZ3	ENSP00000382717
Q14980	ENSP00000377298
Q8NGY5	ENSP00000335535
Q6ZN16	ENSP00000345629
Q96PP9	ENSP00000359490
P52926	ENSP00000437747
Q96FK6	ENSP00000378399
P52926	ENSP00000377206
Q96FK6	ENSP00000267522
P52926	ENSP00000443372
P52926	ENSP00000407306
Q9HC36	ENSP00000306080
Q96FK6	ENSP00000480112
P52926	ENSP00000346658
Q9BS26	ENSP00000262455
Q96NL1	ENSP00000297459
Q8IV32	ENSP00000319006
Q9UGN5	ENSP00000392972
Q9UGN5	ENSP00000250416
P49406	ENSP00000377486
P49406	ENSP00000387284
Q5D0E6	ENSP00000410623
P63241	ENSP00000336776
Q8NH48	ENSP00000308270
P63241	ENSP00000459196
Q13231	ENSP00000356198
Q13231	ENSP00000423778
Q13231	ENSP00000255427
Q9HBW9	ENSP00000359778
P63241	ENSP00000459611
O43309	ENSP00000354305
Q96R09	ENSP00000303076
O43309	ENSP00000380039
P63241	ENSP00000390677
Q14353	ENSP00000252288
P63241	ENSP00000458269
Q8IUR5	ENSP00000256062
Q14353	ENSP00000403536
P63241	ENSP00000396073
P12829	ENSP00000461570
Q99536	ENSP00000347872
Q14980	ENSP00000478624
Q96R08	ENSP00000306657
Q14980	ENSP00000480172
Q99536	ENSP00000465946
Q9BY66	ENSP00000322408
Q9BY66	ENSP00000372256
P12829	ENSP00000377096
Q6YI46	ENSP00000414786
Q9NX61	ENSP00000404208
Q99536	ENSP00000408553
P46937	ENSP00000434134
Q8N328	ENSP00000363242
P12829	ENSP00000347055
Q8IUR5	ENSP00000442046
Q6YI46	ENSP00000429832
Q9BY66	ENSP00000444293
Q6YI46	ENSP00000411951
Q05586	ENSP00000360616
Q9BQ04	ENSP00000433071
Q96N66	ENSP00000484954
O15211	ENSP00000412152
Q96N66	ENSP00000480531
Q9C0C4	ENSP00000306844
Q9BQ04	ENSP00000310471
Q96EX1	ENSP00000428585
P46937	ENSP00000282441
Q96EX1	ENSP00000430285
Q96N66	ENSP00000479760
Q5D0E6	ENSP00000344989
Q96EX1	ENSP00000430198
Q96EX1	ENSP00000428984
Q96EX1	ENSP00000428541
Q9BY07	ENSP00000377587
Q9BY07	ENSP00000351513
Q9Y5Q0	ENSP00000278829
Q12824	ENSP00000263121
Q9BY07	ENSP00000366859
Q12824	ENSP00000383984
P01111	ENSP00000358548
P46937	ENSP00000431574
Q9BY07	ENSP00000366861
P48736	ENSP00000392258
Q68DH5	ENSP00000296603
P46937	ENSP00000435602
P48736	ENSP00000419260
Q96K17	ENSP00000360664
P48736	ENSP00000352121
P46937	ENSP00000445635
P46937	ENSP00000331023
P46937	ENSP00000478927
Q7KZF4	ENSP00000346762
Q9BY07	ENSP00000395804
Q9BY07	ENSP00000251768
Q9UKA2	ENSP00000358247
Q9NX61	ENSP00000162044
Q9UKA2	ENSP00000229971
Q7Z406	ENSP00000472543
Q01860	ENSP00000391507
Q5D0E6	ENSP00000323265
Q96K17	ENSP00000434824
Q86T65	ENSP00000274867
Q7Z406	ENSP00000470298
Q96QC0	ENSP00000389299
P0C7X2	ENSP00000223459
Q96K17	ENSP00000436712
Q7Z406	ENSP00000472819
Q9ULH4	ENSP00000345985
Q8IUX8	ENSP00000355126
Q86T65	ENSP00000381876
Q8IUX8	ENSP00000369976
P19397	ENSP00000271324
Q15751	ENSP00000390158
Q86T65	ENSP00000437808
Q5T5X7	ENSP00000358038
Q53FV1	ENSP00000243045
Q5T5X7	ENSP00000411268
P25398	ENSP00000230050
Q05586	ENSP00000360605
Q6P499	ENSP00000363520
Q05586	ENSP00000360601
Q53FV1	ENSP00000448788
Q6P499	ENSP00000003912
Q6P499	ENSP00000350722
Q9Y388	ENSP00000339090
Q13563	ENSP00000237596
Q05586	ENSP00000360608
Q8TDY4	ENSP00000436150
Q7Z406	ENSP00000407879
Q05586	ENSP00000360614
Q7Z406	ENSP00000366169
Q05586	ENSP00000360615
Q01860	ENSP00000392877
O75712	ENSP00000362464
O75712	ENSP00000362460
Q7Z4H7	ENSP00000369871
P43630	ENSP00000481579
P43630	ENSP00000481306
Q12899	ENSP00000394371
O15446	ENSP00000310966
Q9Y312	ENSP00000313674
Q12899	ENSP00000407876
P01135	ENSP00000295400
Q12899	ENSP00000416737
Q96A04	ENSP00000357238
Q9Y312	ENSP00000363043
Q9BR77	ENSP00000440554
O15446	ENSP00000465099
Q8N3F9	ENSP00000315106
A6NKD9	ENSP00000369592
P01135	ENSP00000387493
P01135	ENSP00000404099
Q6Q0C0	ENSP00000318944
Q96A04	ENSP00000357236
Q96A04	ENSP00000357237
Q96A04	ENSP00000357235
Q8NBD8	ENSP00000452201
Q96A04	ENSP00000357234
Q9UHL4	ENSP00000360635
Q8TDY4	ENSP00000338769
Q8NBD8	ENSP00000451774
Q96I51	ENSP00000480364
B2RNN3	ENSP00000371575
P98175	ENSP00000366829
Q8IYK2	ENSP00000292574
B2RNN3	ENSP00000371572
P98175	ENSP00000329659
Q8NBD8	ENSP00000350050
P13236	ENSP00000480345
Q96I51	ENSP00000480781
Q96I51	ENSP00000477659
O95182	ENSP00000470609
Q9BR77	ENSP00000239830
Q03519	ENSP00000390013
Q9BR77	ENSP00000412925
Q8N126	ENSP00000357106
Q76I76	ENSP00000269033
Q9BR77	ENSP00000391870
P39905	ENSP00000317145
Q8N126	ENSP00000357107
Q10588	ENSP00000265016
Q03468	ENSP00000348089
P39905	ENSP00000371248
Q56VL3	ENSP00000423014
P39905	ENSP00000409007
O15551	ENSP00000378577
Q5SQI0	ENSP00000402998
P39905	ENSP00000425928
O94923	ENSP00000261858
E9PQR5	ENSP00000434399
P39905	ENSP00000339703
P39905	ENSP00000478722
P49336	ENSP00000370938
Q8TDY4	ENSP00000408826
Q56VL3	ENSP00000273860
O00634	ENSP00000293973
Q9GZK7	ENSP00000373043
P62805	ENSP00000484789
P00751	ENSP00000391902
Q9P0N8	ENSP00000370423
Q9GZK7	ENSP00000383532
Q9GZK7	ENSP00000447956
P00751	ENSP00000413351
Q12962	ENSP00000299424
A6NLP5	ENSP00000307640
Q8N1F7	ENSP00000310668
Q56VL3	ENSP00000483997
Q9H334	ENSP00000318902
Q9H334	ENSP00000419393
Q9P0N8	ENSP00000471536
Q9Y330	ENSP00000364677
Q5SQI0	ENSP00000416994
Q9P0N8	ENSP00000215555
P46089	ENSP00000363136
O75056	ENSP00000344468
Q6ZWK4	ENSP00000356093
Q96MY1	ENSP00000352704
Q9HAS3	ENSP00000365413
Q9P2E2	ENSP00000383311
Q9P2E2	ENSP00000247986
Q5SQI0	ENSP00000410415
Q9NV06	ENSP00000484962
Q5SQI0	ENSP00000388617
Q9H334	ENSP00000418102
Q6ZWK4	ENSP00000474994
Q5SQI0	ENSP00000399452
P00352	ENSP00000297785
Q6ZWK4	ENSP00000463990
Q9H334	ENSP00000418524
Q5SQI0	ENSP00000398374
Q9UGF5	ENSP00000408647
Q9NV06	ENSP00000480810
Q9H334	ENSP00000417857
Q3MJ62	ENSP00000289788
Q6NUJ2	ENSP00000331581
Q8N135	ENSP00000312273
Q6PJG6	ENSP00000339637
Q8N987	ENSP00000387380
Q8WTQ1	ENSP00000322191
Q8TAA1	ENSP00000476537
Q8N987	ENSP00000428953
Q9H334	ENSP00000477918
Q8N987	ENSP00000428632
Q9H334	ENSP00000318721
D3W0D1	ENSP00000438244
Q14697	ENSP00000340466
Q9UBX8	ENSP00000306459
Q5FWF4	ENSP00000383979
Q9HC24	ENSP00000350965
O60829	ENSP00000365311
Q5FWF4	ENSP00000264159
Q52WX2	ENSP00000343248
Q9UBX8	ENSP00000372613
Q504Q3	ENSP00000388231
P0CJ68	ENSP00000439228
Q9Y4A5	ENSP00000352925
Q14697	ENSP00000349053
O60829	ENSP00000218068
O14684	ENSP00000342385
Q8N135	ENSP00000467784
Q504Q3	ENSP00000257931
P0C5Y4	ENSP00000366976
P01909	ENSP00000387892
P01909	ENSP00000413237
Q96BZ9	ENSP00000432280
Q14952	ENSP00000479108
Q504Q3	ENSP00000449861
Q96BZ9	ENSP00000346139
Q6P3R8	ENSP00000347767
Q9Y4A5	ENSP00000347733
Q6P3R8	ENSP00000477810
Q07617	ENSP00000427716
Q07617	ENSP00000428070
Q8TAA1	ENSP00000451318
Q14697	ENSP00000434921
P58182	ENSP00000366345
A6NIX2	ENSP00000466953
Q504Q3	ENSP00000401721
Q504Q3	ENSP00000481859
Q5FWF4	ENSP00000480120
Q14697	ENSP00000433799
Q96KK4	ENSP00000375393
Q7Z7L8	ENSP00000340667
Q32NC0	ENSP00000465517
Q07617	ENSP00000373450
Q8NGX8	ENSP00000304807
Q07617	ENSP00000251809
Q99942	ENSP00000364235
Q5JVX7	ENSP00000360046
Q8N1F7	ENSP00000458039
Q32NC0	ENSP00000329492
O00217	ENSP00000315774
Q32NC0	ENSP00000480486
Q49B96	ENSP00000342015
P10911	ENSP00000427745
Q8N1F7	ENSP00000440235
P10911	ENSP00000359608
Q5JVX7	ENSP00000360045
P10911	ENSP00000430276
Q8IVE3	ENSP00000282406
Q5JVX7	ENSP00000481294
P10147	ENSP00000483712
P10911	ENSP00000359605
P10911	ENSP00000342204
Q06643	ENSP00000393693
P10911	ENSP00000438155
P10911	ENSP00000397055
Q9Y6L7	ENSP00000350630
O60427	ENSP00000405087
O60427	ENSP00000441403
Q8TAA1	ENSP00000451563
Q8TAA1	ENSP00000381093
Q8TAA1	ENSP00000381092
Q9Y5H2	ENSP00000480917
Q8TAA1	ENSP00000395210
Q86UD7	ENSP00000410111
Q9NSA2	ENSP00000365660
Q8TAA1	ENSP00000482059
Q9NSA2	ENSP00000218176
C9JLR9	ENSP00000482180
P36896	ENSP00000257963
Q9UBY5	ENSP00000395389
P36896	ENSP00000442656
Q9Y5H2	ENSP00000381589
Q9UBC1	ENSP00000407809
P36896	ENSP00000390477
Q9Y5H2	ENSP00000428333
Q71U36	ENSP00000301071
A6NLC5	ENSP00000334974
Q9UBY5	ENSP00000359643
Q9Y5U2	ENSP00000370384
Q96KX2	ENSP00000326238
P36896	ENSP00000397550
Q9Y5U2	ENSP00000331087
Q6P1K8	ENSP00000422907
Q71U36	ENSP00000439020
P36896	ENSP00000442885
Q6ZUG5	ENSP00000424951
Q71U36	ENSP00000446637
Q6P1K8	ENSP00000370105
A6NHY2	ENSP00000471417
Q9H9A5	ENSP00000329376
Q9BZL3	ENSP00000436897
Q9Y5U2	ENSP00000411224
Q86V85	ENSP00000366157
Q9UBC1	ENSP00000395544
Q9H9A5	ENSP00000330060
Q9UBC1	ENSP00000414206
P05198	ENSP00000256383
Q86SH2	ENSP00000329803
Q9UGF7	ENSP00000373048
Q86VS3	ENSP00000427323
Q71UI9	ENSP00000222690
Q9UGF7	ENSP00000449350
P06340	ENSP00000397945
P05198	ENSP00000425299
Q9UGF6	ENSP00000383534
Q9UGF6	ENSP00000230223
Q71UI9	ENSP00000342714
Q71UI9	ENSP00000308405
Q71UI9	ENSP00000340708
Q71UI9	ENSP00000370516
Q9H9A5	ENSP00000399862
Q9C004	ENSP00000399468
Q99942	ENSP00000413131
O60243	ENSP00000259241
Q6UWU2	ENSP00000295759
Q96NA2	ENSP00000301336
Q15019	ENSP00000375834
Q6UWU2	ENSP00000386354
Q6UWU2	ENSP00000375939
P43657	ENSP00000367691
P43657	ENSP00000344353
P43657	ENSP00000482660
Q8TD43	ENSP00000252826
P57088	ENSP00000422473
P55287	ENSP00000377711
Q27J81	ENSP00000376406
Q8NDX9	ENSP00000418217
Q8TAF3	ENSP00000307491
Q27J81	ENSP00000381380
Q92985	ENSP00000480358
P55287	ENSP00000268603
P57088	ENSP00000427006
Q9NVP1	ENSP00000263239
Q27J81	ENSP00000376410
Q96KW9	ENSP00000283550
P57088	ENSP00000441455
O43566	ENSP00000386229
Q8WWF8	ENSP00000380524
Q8WWF8	ENSP00000380523
P01906	ENSP00000400695
Q92985	ENSP00000479615
Q5GAN4	ENSP00000450580
P15289	ENSP00000412542
P35212	ENSP00000343676
Q96KK4	ENSP00000366343
Q6PJG2	ENSP00000377634
Q9NVM1	ENSP00000270824
Q9GZK7	ENSP00000400657
Q9GZK7	ENSP00000399062
P02794	ENSP00000273550
Q86VS3	ENSP00000336861
Q9GZK7	ENSP00000447627
Q6PJG2	ENSP00000407767
Q8TEA7	ENSP00000273980
P13762	ENSP00000410857
O75078	ENSP00000200557
Q6PJG2	ENSP00000286523
Q86VS3	ENSP00000351617
Q9H8H3	ENSP00000448785
Q3KP66	ENSP00000356311
Q9UBB6	ENSP00000362350
Q3KP66	ENSP00000392105
Q86VS3	ENSP00000444118
Q9H8H3	ENSP00000447542
Q96B67	ENSP00000265138
Q9H8H3	ENSP00000331787
P02794	ENSP00000484477
Q9H1C4	ENSP00000227471
Q9H1K4	ENSP00000329033
Q9C0I4	ENSP00000272643
Q9H1K4	ENSP00000382710
P62807	ENSP00000445633
Q06828	ENSP00000347041
Q9UBB6	ENSP00000348394
Q8N967	ENSP00000299194
Q8NFU4	ENSP00000318437
Q9UBB6	ENSP00000362340
P59533	ENSP00000448219
Q96CM8	ENSP00000300441
Q8NGP3	ENSP00000279791
Q9UIY3	ENSP00000358739
Q8N967	ENSP00000444737
Q8N967	ENSP00000446278
Q96CM8	ENSP00000401831
O00748	ENSP00000394452
A4FU49	ENSP00000421294
Q96CM8	ENSP00000421884
Q8N693	ENSP00000361669
Q9Y614	ENSP00000363799
P50990	ENSP00000286788
Q9Y615	ENSP00000334300
A4FU49	ENSP00000403476
Q0VF96	ENSP00000281282
Q8NCK3	ENSP00000354694
Q03164	ENSP00000436786
P50990	ENSP00000442730
Q5TAT6	ENSP00000381949
Q5TAT6	ENSP00000346553
Q9UBC1	ENSP00000413952
Q8NCK3	ENSP00000363558
Q5TAT6	ENSP00000350463
P11021	ENSP00000324173
Q8TEA7	ENSP00000355338
Q9NTQ9	ENSP00000345868
Q8TEA7	ENSP00000378196
Q8N104	ENSP00000334364
Q03164	ENSP00000374157
Q5TAT6	ENSP00000428057
Q96B70	ENSP00000483600
Q8N9A8	ENSP00000405635
Q8TEA7	ENSP00000378198
Q7Z7H3	ENSP00000289388
Q8N9A8	ENSP00000456913
Q5TAT6	ENSP00000430061
Q8N9A8	ENSP00000456294
Q5TAT6	ENSP00000428342
Q99700	ENSP00000366843
Q5TAT6	ENSP00000430173
Q8N9A8	ENSP00000456686
P14598	ENSP00000289473
Q9Y261	ENSP00000400341
Q96E93	ENSP00000349477
Q9UBC1	ENSP00000394486
Q8N9A8	ENSP00000394224
Q96E93	ENSP00000266551
Q9Y261	ENSP00000366319
Q9UBC1	ENSP00000414084
P01906	ENSP00000405833
Q8TEA7	ENSP00000405847
Q969H6	ENSP00000341791
Q99700	ENSP00000439338
Q9Y5J3	ENSP00000346761
Q969H6	ENSP00000350098
O00483	ENSP00000339720
Q15125	ENSP00000417052
Q9NP77	ENSP00000291386
Q9Y5J3	ENSP00000338272
Q06643	ENSP00000365285
P10645	ENSP00000216492
Q9NP77	ENSP00000351955
Q9H845	ENSP00000312618
Q969F0	ENSP00000359375
P55089	ENSP00000296099
Q8TD43	ENSP00000407492
O00622	ENSP00000398736
Q9BV19	ENSP00000361603
Q3SY56	ENSP00000340799
Q3SY56	ENSP00000438209
Q8N3D4	ENSP00000312671
Q9NX74	ENSP00000455229
Q9NX74	ENSP00000351769
Q9HCF6	ENSP00000366314
Q9HCF6	ENSP00000366315
Q9Y5G0	ENSP00000484888
Q99700	ENSP00000446576
Q99700	ENSP00000481448
O95390	ENSP00000257868
Q9Y5G0	ENSP00000478258
Q09019	ENSP00000270223
Q9HCE3	ENSP00000338217
O14828	ENSP00000307275
Q9HCE3	ENSP00000468532
O14828	ENSP00000347540
O43159	ENSP00000254605
P07437	ENSP00000401317
A6NFD8	ENSP00000426033
Q9HCE3	ENSP00000466007
Q9HCE3	ENSP00000465709
A6NFD8	ENSP00000422140
Q8NG41	ENSP00000332766
Q96PV6	ENSP00000478975
Q15382	ENSP00000262187
Q9HCE3	ENSP00000468238
Q92784	ENSP00000450518
Q96T66	ENSP00000340523
Q96T66	ENSP00000412953
Q96T66	ENSP00000296202
Q9BQI7	ENSP00000274710
Q9HCF6	ENSP00000355395
Q96AQ1	ENSP00000295171
P47898	ENSP00000287907
Q9H4B8	ENSP00000268793
Q6Y2X3	ENSP00000350223
Q96T66	ENSP00000384319
Q9Y5Y9	ENSP00000390600
Q6Y2X3	ENSP00000317500
P07355	ENSP00000379342
Q969Q0	ENSP00000346012
P07355	ENSP00000387545
Q8IVD9	ENSP00000347626
Q96AQ1	ENSP00000387009
Q6Y2X3	ENSP00000316240
Q92784	ENSP00000370614
Q92784	ENSP00000444662
Q9BUW7	ENSP00000362085
P56559	ENSP00000339754
P07355	ENSP00000346032
Q96S66	ENSP00000349456
Q92784	ENSP00000441640
P56559	ENSP00000375057
Q9Y5F7	ENSP00000483845
Q92784	ENSP00000481992
O60346	ENSP00000262719
Q96S66	ENSP00000358987
O60231	ENSP00000365625
Q96S66	ENSP00000337243
Q9NX78	ENSP00000261556
Q96S66	ENSP00000306552
O60519	ENSP00000228865
Q6F5E8	ENSP00000334958
Q96S66	ENSP00000358985
Q96S66	ENSP00000358986
Q9Y3E1	ENSP00000299633
Q6F5E8	ENSP00000441481
Q6P1L5	ENSP00000376071
Q5VUM1	ENSP00000359505
Q08426	ENSP00000231887
Q5T7W7	ENSP00000342499
Q9Y5F7	ENSP00000306918
Q99942	ENSP00000415784
Q08426	ENSP00000387746
P22303	ENSP00000403474
Q8WUG5	ENSP00000346824
P07355	ENSP00000411352
P04201	ENSP00000252660
Q15428	ENSP00000221494
P35913	ENSP00000255622
P35913	ENSP00000420295
P21731	ENSP00000364336
Q8WUG5	ENSP00000206544
P21731	ENSP00000393333
P22303	ENSP00000241069
Q8WUG5	ENSP00000380437
P22303	ENSP00000414858
P22303	ENSP00000394976
P35913	ENSP00000406334
P31689	ENSP00000369127
P49821	ENSP00000322450
Q10469	ENSP00000307423
Q8IUG1	ENSP00000344420
P22303	ENSP00000404865
P22303	ENSP00000303211
Q92813	ENSP00000405854
Q92813	ENSP00000405854
Q92813	ENSP00000451419
Q92813	ENSP00000451419
P49821	ENSP00000436766
