ENSP00000035383	ENSP00000240874	267
ENSP00000035383	ENSP00000262442	127
ENSP00000035383	ENSP00000265741	137
ENSP00000035383	ENSP00000266376	201
ENSP00000035383	ENSP00000280772	178
ENSP00000035383	ENSP00000281156	200
ENSP00000035383	ENSP00000282753	234
ENSP00000035383	ENSP00000282908	101
ENSP00000035383	ENSP00000285900	501
ENSP00000035383	ENSP00000286063	131
ENSP00000035383	ENSP00000286827	199
ENSP00000035383	ENSP00000295095	371
ENSP00000035383	ENSP00000305355	101
ENSP00000035383	ENSP00000306138	200
ENSP00000035383	ENSP00000307134	495
ENSP00000035383	ENSP00000316377	294
ENSP00000035383	ENSP00000321427	300
ENSP00000035383	ENSP00000321805	149
ENSP00000035383	ENSP00000332116	131
ENSP00000035383	ENSP00000332549	515
ENSP00000035383	ENSP00000333496	161
ENSP00000035383	ENSP00000340913	241
ENSP00000035383	ENSP00000342235	290
ENSP00000035383	ENSP00000342952	159
ENSP00000035383	ENSP00000344173	182
ENSP00000035383	ENSP00000345193	533
ENSP00000035383	ENSP00000345502	131
ENSP00000035383	ENSP00000349275	170
ENSP00000035383	ENSP00000349588	148
ENSP00000035383	ENSP00000354432	148
ENSP00000035383	ENSP00000354541	151
ENSP00000035383	ENSP00000363092	179
ENSP00000035383	ENSP00000365272	189
ENSP00000035383	ENSP00000366267	624
ENSP00000035383	ENSP00000376570	179
ENSP00000035383	ENSP00000376705	200
ENSP00000035383	ENSP00000381003	127
ENSP00000035383	ENSP00000381098	181
ENSP00000035383	ENSP00000385142	150
ENSP00000035383	ENSP00000390500	132
ENSP00000035383	ENSP00000397026	202
ENSP00000035383	ENSP00000417901	209
ENSP00000035383	ENSP00000435466	382
ENSP00000035383	ENSP00000438284	131
ENSP00000035383	ENSP00000449629	148
ENSP00000035383	ENSP00000450895	148
ENSP00000035383	ENSP00000451131	107
ENSP00000064724	ENSP00000206249	191
ENSP00000064724	ENSP00000240874	513
ENSP00000064724	ENSP00000244364	196
ENSP00000064724	ENSP00000265362	359
ENSP00000064724	ENSP00000269305	165
ENSP00000064724	ENSP00000271751	301
ENSP00000064724	ENSP00000272902	175
ENSP00000064724	ENSP00000314048	301
ENSP00000064724	ENSP00000321348	300
ENSP00000064724	ENSP00000330862	177
ENSP00000064724	ENSP00000346440	167
ENSP00000064724	ENSP00000353362	252
ENSP00000064724	ENSP00000354573	203
ENSP00000064724	ENSP00000354778	150
ENSP00000064724	ENSP00000354950	239
ENSP00000064724	ENSP00000363921	227
ENSP00000064724	ENSP00000374069	159
ENSP00000064724	ENSP00000396722	206
ENSP00000064724	ENSP00000403954	216
ENSP00000064724	ENSP00000418191	176
ENSP00000064724	ENSP00000424243	181
ENSP00000206249	ENSP00000064724	191
ENSP00000206249	ENSP00000240874	242
ENSP00000206249	ENSP00000244364	167
ENSP00000206249	ENSP00000261523	134
ENSP00000206249	ENSP00000262189	200
ENSP00000206249	ENSP00000262464	151
ENSP00000206249	ENSP00000262992	150
ENSP00000206249	ENSP00000264674	136
ENSP00000206249	ENSP00000266376	156
ENSP00000206249	ENSP00000269305	856
ENSP00000206249	ENSP00000270722	143
ENSP00000206249	ENSP00000271588	207
