ENSP00000035383	ENSP00000381003	80
ENSP00000251127	ENSP00000333363	72
ENSP00000251127	ENSP00000355533	65
ENSP00000251127	ENSP00000373884	65
ENSP00000260323	ENSP00000261205	132
ENSP00000260323	ENSP00000266497	69
ENSP00000260323	ENSP00000273666	71
ENSP00000260323	ENSP00000273854	269
ENSP00000260323	ENSP00000280772	181
ENSP00000260323	ENSP00000307134	246
ENSP00000260323	ENSP00000337451	269
ENSP00000260323	ENSP00000348812	99
ENSP00000260323	ENSP00000349588	181
ENSP00000260323	ENSP00000373215	184
ENSP00000260323	ENSP00000374323	269
ENSP00000260323	ENSP00000381097	269
ENSP00000260323	ENSP00000384197	269
ENSP00000260323	ENSP00000398481	184
ENSP00000260323	ENSP00000402460	435
ENSP00000260323	ENSP00000418191	285
ENSP00000260983	ENSP00000286063	103
ENSP00000260983	ENSP00000332116	103
ENSP00000260983	ENSP00000345502	103
ENSP00000260983	ENSP00000351346	132
ENSP00000260983	ENSP00000363092	111
ENSP00000260983	ENSP00000438284	103
ENSP00000261180	ENSP00000359211	74
ENSP00000261196	ENSP00000262462	112
ENSP00000261196	ENSP00000359211	114
ENSP00000261205	ENSP00000260323	132
ENSP00000261205	ENSP00000285900	71
ENSP00000261205	ENSP00000306138	73
ENSP00000261205	ENSP00000312185	66
ENSP00000261205	ENSP00000316377	73
ENSP00000261205	ENSP00000330219	157
ENSP00000261205	ENSP00000334319	79
ENSP00000261205	ENSP00000338349	84
ENSP00000261205	ENSP00000349654	179
ENSP00000261205	ENSP00000352157	114
ENSP00000261205	ENSP00000359630	102
ENSP00000261205	ENSP00000374069	72
ENSP00000261205	ENSP00000385142	90
ENSP00000261205	ENSP00000416341	179
ENSP00000261205	ENSP00000428417	73
ENSP00000262189	ENSP00000270722	73
ENSP00000262383	ENSP00000273854	65
ENSP00000262383	ENSP00000280772	79
ENSP00000262383	ENSP00000286063	115
ENSP00000262383	ENSP00000286355	157
ENSP00000262383	ENSP00000332116	115
ENSP00000262383	ENSP00000337451	65
ENSP00000262383	ENSP00000342952	157
ENSP00000262383	ENSP00000345502	115
ENSP00000262383	ENSP00000349588	79
ENSP00000262383	ENSP00000363092	113
ENSP00000262383	ENSP00000374323	65
ENSP00000262383	ENSP00000381097	65
ENSP00000262383	ENSP00000390500	95
ENSP00000262383	ENSP00000438284	115
ENSP00000262383	ENSP00000446280	78
ENSP00000262462	ENSP00000261196	112
ENSP00000262462	ENSP00000341662	65
ENSP00000262462	ENSP00000394168	112
ENSP00000262462	ENSP00000441269	112
ENSP00000262464	ENSP00000348645	161
ENSP00000262464	ENSP00000386357	180
ENSP00000264674	ENSP00000273854	65
ENSP00000264674	ENSP00000280772	79
ENSP00000264674	ENSP00000286063	115
ENSP00000264674	ENSP00000286355	157
ENSP00000264674	ENSP00000332116	115
ENSP00000264674	ENSP00000337451	65
ENSP00000264674	ENSP00000342952	157
ENSP00000264674	ENSP00000345502	115
ENSP00000264674	ENSP00000349588	79
ENSP00000264674	ENSP00000363092	113
ENSP00000264674	ENSP00000374323	65
ENSP00000264674	ENSP00000381097	65
ENSP00000264674	ENSP00000390500	95
ENSP00000264674	ENSP00000438284	115
ENSP00000264674	ENSP00000446280	78
ENSP00000265104	ENSP00000266497	73
ENSP00000265741	ENSP00000266497	65
ENSP00000265741	ENSP00000286355	86
ENSP00000265741	ENSP00000342952	86
ENSP00000265741	ENSP00000419471	74
ENSP00000265944	ENSP00000285311	438
ENSP00000265944	ENSP00000306772	405
ENSP00000265944	ENSP00000334563	289
ENSP00000265944	ENSP00000340913	112
ENSP00000265944	ENSP00000363092	157
ENSP00000265944	ENSP00000365272	86
ENSP00000265944	ENSP00000382260	65
ENSP00000265944	ENSP00000390500	261
ENSP00000265944	ENSP00000417335	181
ENSP00000265944	ENSP00000420321	181
ENSP00000266376	ENSP00000275857	72
ENSP00000266376	ENSP00000333363	72
ENSP00000266376	ENSP00000355533	93
ENSP00000266376	ENSP00000373884	93
ENSP00000266376	ENSP00000385806	69
ENSP00000266497	ENSP00000260323	69
ENSP00000266497	ENSP00000265104	73
ENSP00000266497	ENSP00000265741	65
ENSP00000266497	ENSP00000333363	73
ENSP00000270722	ENSP00000262189	73
ENSP00000270722	ENSP00000273854	65
ENSP00000270722	ENSP00000280772	79
ENSP00000270722	ENSP00000286063	115
ENSP00000270722	ENSP00000286355	157
ENSP00000270722	ENSP00000332116	115
ENSP00000270722	ENSP00000337451	65
ENSP00000270722	ENSP00000342952	157
ENSP00000270722	ENSP00000345502	115
ENSP00000270722	ENSP00000349588	79
ENSP00000270722	ENSP00000363092	113
ENSP00000270722	ENSP00000374323	65
ENSP00000270722	ENSP00000381097	65
ENSP00000270722	ENSP00000390500	95
ENSP00000270722	ENSP00000438284	115
ENSP00000270722	ENSP00000446280	78
ENSP00000271588	ENSP00000282223	473
ENSP00000271588	ENSP00000343764	98
ENSP00000271588	ENSP00000349677	473
ENSP00000273666	ENSP00000260323	71
ENSP00000273854	ENSP00000260323	269
ENSP00000273854	ENSP00000262383	65
ENSP00000273854	ENSP00000264674	65
ENSP00000273854	ENSP00000270722	65
ENSP00000273854	ENSP00000279463	73
ENSP00000273854	ENSP00000280772	180
ENSP00000273854	ENSP00000307134	278
ENSP00000273854	ENSP00000323194	167
ENSP00000273854	ENSP00000325660	73
ENSP00000273854	ENSP00000341882	73
ENSP00000273854	ENSP00000347730	65
ENSP00000273854	ENSP00000348812	85
ENSP00000273854	ENSP00000349588	180
ENSP00000273854	ENSP00000349768	112
ENSP00000273854	ENSP00000359211	65
ENSP00000273854	ENSP00000363092	90
ENSP00000273854	ENSP00000379258	170
ENSP00000273854	ENSP00000380602	73
ENSP00000273854	ENSP00000381768	78
ENSP00000273854	ENSP00000384179	65
ENSP00000273854	ENSP00000384197	614
ENSP00000273854	ENSP00000389140	112
ENSP00000273854	ENSP00000402460	511
ENSP00000273854	ENSP00000418112	71
ENSP00000273854	ENSP00000418191	506
ENSP00000273854	ENSP00000419153	65
ENSP00000273854	ENSP00000430497	229
ENSP00000274695	ENSP00000381003	113
ENSP00000274695	ENSP00000451131	113
ENSP00000275857	ENSP00000266376	72
ENSP00000275857	ENSP00000299267	88
ENSP00000275857	ENSP00000371936	83
ENSP00000279463	ENSP00000273854	73
ENSP00000279463	ENSP00000280772	103
ENSP00000279463	ENSP00000323194	63
ENSP00000279463	ENSP00000337451	73
ENSP00000279463	ENSP00000349588	103
ENSP00000279463	ENSP00000349768	66
ENSP00000279463	ENSP00000354778	144
ENSP00000279463	ENSP00000381097	73
ENSP00000279463	ENSP00000399013	144
ENSP00000279463	ENSP00000418741	144
ENSP00000280187	ENSP00000349654	112
ENSP00000280333	ENSP00000389140	113
ENSP00000280772	ENSP00000260323	181
ENSP00000280772	ENSP00000262383	79
ENSP00000280772	ENSP00000264674	79
ENSP00000280772	ENSP00000270722	79
ENSP00000280772	ENSP00000273854	180
ENSP00000280772	ENSP00000279463	103
ENSP00000280772	ENSP00000286355	110
ENSP00000280772	ENSP00000307134	171
ENSP00000280772	ENSP00000323194	113
ENSP00000280772	ENSP00000325660	103
ENSP00000280772	ENSP00000332116	93
ENSP00000280772	ENSP00000337451	180
ENSP00000280772	ENSP00000341882	103
ENSP00000280772	ENSP00000342952	110
ENSP00000280772	ENSP00000347730	79
ENSP00000280772	ENSP00000349768	94
ENSP00000280772	ENSP00000354778	65
ENSP00000280772	ENSP00000359211	92
ENSP00000280772	ENSP00000363092	96
ENSP00000280772	ENSP00000374323	108
ENSP00000280772	ENSP00000379258	79
ENSP00000280772	ENSP00000380602	103
ENSP00000280772	ENSP00000381097	180
ENSP00000280772	ENSP00000384179	79
ENSP00000280772	ENSP00000384197	179
ENSP00000280772	ENSP00000402460	213
ENSP00000280772	ENSP00000418191	184
ENSP00000280772	ENSP00000419153	79
ENSP00000282223	ENSP00000271588	473
ENSP00000282223	ENSP00000359211	73
ENSP00000285311	ENSP00000265944	438
ENSP00000285311	ENSP00000286063	167
ENSP00000285311	ENSP00000321805	92
ENSP00000285311	ENSP00000332116	167
ENSP00000285311	ENSP00000334563	288
ENSP00000285311	ENSP00000337451	64
ENSP00000285311	ENSP00000345502	168
ENSP00000285311	ENSP00000363092	159
ENSP00000285311	ENSP00000385545	73
ENSP00000285311	ENSP00000386213	438
ENSP00000285311	ENSP00000390500	410
ENSP00000285311	ENSP00000438284	167
ENSP00000285900	ENSP00000261205	71
ENSP00000285900	ENSP00000385142	66
ENSP00000286063	ENSP00000260983	103
ENSP00000286063	ENSP00000262383	115
ENSP00000286063	ENSP00000264674	115
ENSP00000286063	ENSP00000270722	115
ENSP00000286063	ENSP00000285311	167
ENSP00000286063	ENSP00000286355	238
